Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
295,Steve Jobs: The Man in the Machine,9/4/2015 0:00:00,Magnolia Pictures,Documentary,R,494506,58660
296,Phantom,8/28/2015 0:00:00,UTV Communications,Action,Not Rated,489984,58123
297,The Last: Naruto the Movie,2/20/2015 0:00:00,Eleven Arts,Action,Not Rated,483795,57389
298,Somewhere Only We Know,2/13/2015 0:00:00,China Lion Film Distribution,Drama,Not Rated,482013,57178
299,Brotherly Love,4/24/2015 0:00:00,Freestyle Releasing,Drama,R,478595,56772
300,About Elly,4/8/2015 0:00:00,Cinema Guild,Drama,Not Rated,470346,55794
301,Let's Get Married,4/3/2015 0:00:00,China Lion Film Distribution,Romantic Comedy,Not Rated,461996,54803
302,Bombay Velvet,5/15/2015 0:00:00,Fox International,Drama,Not Rated,450692,53462
303,Felix et Meira,4/17/2015 0:00:00,Oscilloscope Pictures,Drama,R,447353,53066
304,The Third Man,5/7/1999 0:00:00,Rialto Pictures,Thriller/Suspense,Not Rated,437795,51932
305,Saint Laurent,5/8/2015 0:00:00,Sony Pictures Classics,Drama,R,429477,50946
306,Under the Sea 3D,2/13/2009 0:00:00,Warner Bros.,Documentary,G,427208,50677
307,Rosenwald,8/14/2015 0:00:00,The Ciesla Foundation,Documentary,Not Rated,426891,50639
308,Listen to Me Marlon,7/29/2015 0:00:00,Abramorama Films,Documentary,Not Rated,426130,50549
309,Gemma Bovery,5/29/2015 0:00:00,Music Box Films,Drama,R,425080,50424
310,A Matter of Faith,10/17/2014 0:00:00,Five & Two Pictures,Drama,PG,422588,50129
311,Unbranded,9/25/2015 0:00:00,Gravitas Ventures,Documentary,PG-13,410185,48657
312,The Witness,10/30/2015 0:00:00,China Lion Film Distribution,Thriller/Suspense,Not Rated,409644,48593
313,Badlapur,2/20/2015 0:00:00,Eros Entertainment,Thriller/Suspense,Not Rated,409166,48536
314,The Hunting Ground,2/27/2015 0:00:00,RADiUS-TWC,Documentary,PG-13,405917,48151
315,The Apu Trilogy,5/8/2015 0:00:00,Janus Films,Drama,Not Rated,402723,47772
316,Nightcrawler,10/31/2014 0:00:00,Open Road,Thriller/Suspense,R,398032,47216
317,Freetown,4/8/2015 0:00:00,Purdie Distribution,Thriller/Suspense,PG-13,397122,47108
318,Peggy Guggenheim - Art Addict,11/6/2015 0:00:00,Submarine Deluxe,Documentary,Not Rated,393584,46688
319,A Girl Walks Home Alone at Night,11/21/2014 0:00:00,Kino Lorber,Horror,Not Rated,385325,45708
320,Coming Home,9/9/2015 0:00:00,Sony Pictures Classics,Drama,PG-13,377607,44793
321,The Second Mother,8/28/2015 0:00:00,Oscilloscope Pictures,Drama,R,376976,44718
322,She's Beautiful When She's Angry,12/5/2014 0:00:00,International Film Circuit,Documentary,Not Rated,374467,44420
323,Boychoir,4/3/2015 0:00:00,Informant Media,Drama,Not Rated,366474,43472
324,Katti Batti,9/18/2015 0:00:00,UTV Communications,Romantic Comedy,Not Rated,364932,43289
325,Maps to the Stars,2/27/2015 0:00:00,Focus Features,Black Comedy,R,350741,41606
326,Noble,5/8/2015 0:00:00,Aspiration Media,Drama,PG,347321,41200
327,Talvar,10/2/2015 0:00:00,Reliance Entertainment,Drama,Not Rated,342428,40620
328,Kahlil Gibran's The Prophet,8/7/2015 0:00:00,GKIDS,Adventure,PG,340536,40395
329,Detective Byomkesh Bakshy,4/3/2015 0:00:00,Yash Raj Films,Drama,Not Rated,338637,40170
330,Ballet 422,2/6/2015 0:00:00,Magnolia Pictures,Documentary,PG,333554,39567
331,Northern Limit Line,7/17/2015 0:00:00,Well Go USA,Drama,Not Rated,324719,38519
332,Shamitabh,2/6/2015 0:00:00,Eros Entertainment,Drama,Not Rated,324597,38504
333,Heart of a Dog,10/21/2015 0:00:00,Abramorama Films,Documentary,Not Rated,322743,38285
334,A Borrowed Identity,5/15/2015 0:00:00,Strand,Drama,Not Rated,319391,37887
335,Good Kill,5/15/2015 0:00:00,IFC Films,Drama,R,317072,37612
336,David and Goliath,4/3/2015 0:00:00,RiverRain / Ripple Effect,Drama,PG,316117,37499
337,Running Man,1/30/2015 0:00:00,China Lion Film Distribution,Reality,Not Rated,309297,36690
338,The Man in 3B,11/6/2015 0:00:00,Freestyle Releasing,Drama,R,291513,34580
339,Jafar Panahi’s Taxi,10/2/2015 0:00:00,Kino Lorber,Documentary,Not Rated,291088,34530
340,Above and Beyond,1/30/2015 0:00:00,International Film Circuit,Documentary,Not Rated,288751,34252
341,Go Away Mr. Tumor,8/14/2015 0:00:00,China Lion Film Distribution,Comedy,Not Rated,286639,34002
342,White God,3/27/2015 0:00:00,Magnolia Pictures,Drama,R,282358,33494
343,In the Name of My Daughter,5/15/2015 0:00:00,Cohen Media Group,Drama,R,277528,32921
344,Gabbar is Back,5/1/2015 0:00:00,Eros Entertainment,Action,Not Rated,276429,32791
345,Janis: Little Girl Blue,11/27/2015 0:00:00,FilmRise,Documentary,Not Rated,268786,31884
346,Nh10,3/13/2015 0:00:00,Eros Entertainment,Thriller/Suspense,Not Rated,262586,31148
347,Boruto: Naruto the Movie,10/10/2015 0:00:00,Eleven Arts,Action,Not Rated,259028,30726
348,Attack on Titan: Part 1,9/30/2015 0:00:00,FUNimation,Action,Not Rated,258794,30699
349,The Himalayas,12/18/2015 0:00:00,CJ Entertainment,Adventure,Not Rated,256901,30474
350,Love,10/30/2015 0:00:00,Alchemy,Drama,Not Rated,249665,29616
351,Fury,10/17/2014 0:00:00,Sony Pictures,Drama,R,246495,29240
352,Attack on Titan: Part 2,10/20/2015 0:00:00,FUNimation,Action,Not Rated,243356,28867
353,Goodbye to Language,10/29/2014 0:00:00,Kino Lorber,Drama,Not Rated,240312,28506
354,Carter High,10/30/2015 0:00:00,PlayNow Enterprise,Drama,PG-13,240214,28495
355,Tevar,1/9/2015 0:00:00,Eros Entertainment,Action,Not Rated,236002,27995
356,Hamari Adhuri Kahani,6/12/2015 0:00:00,Fox International,Drama,Not Rated,235361,27919
357,45 Years,12/23/2015 0:00:00,IFC Films,Drama,R,229173,27185
358,Slow West,5/15/2015 0:00:00,A24,Western,R,229094,27176
359,A Royal Night Out,12/4/2015 0:00:00,Atlas Distribution,Drama,PG-13,228136,27062
360,Jeremy Scott: The People’s Designer,9/18/2015 0:00:00,The Vladar Company,Documentary,PG-13,225000,26690
361,A Pigeon Sat on a Branch Reflecting on Existence,6/3/2015 0:00:00,Magnolia Pictures,Comedy,PG-13,222989,26451
362,The Taking of Tiger Mountain,1/2/2015 0:00:00,Well Go USA,Adventure,Not Rated,222964,26448
363,Pyaar Ka Punchnama 2,10/16/2015 0:00:00,Reliance Entertainment,Reality,Not Rated,222856,26436
364,The Boxtrolls,9/26/2014 0:00:00,Focus Features,Adventure,PG,218634,25935
365,Chocolate City,5/22/2015 0:00:00,Freestyle Releasing,Drama,R,212662,25226
366,Fall in Love Like a Star,12/4/2015 0:00:00,China Lion Film Distribution,Drama,Not Rated,212508,25208
367,Anomalisa,12/30/2015 0:00:00,Paramount Pictures,Comedy,R,210632,24986
368,Wolf Totem,9/11/2015 0:00:00,Sony Pictures,Adventure,PG-13,210591,24981
369,The Babadook,11/28/2014 0:00:00,IFC Midnight,Horror,Not Rated,208700,24756
370,Dark Places,8/7/2015 0:00:00,A24,Thriller/Suspense,R,208588,24743
371,Hitchcock/Truffaut,12/2/2015 0:00:00,Cohen Media Group,Documentary,PG-13,206791,24530
372,Heneral Luna,10/30/2015 0:00:00,Abramorama Films,Action,R,206040,24441
373,Force Majeure,10/24/2014 0:00:00,Magnolia Pictures,Drama,R,201327,23882
374,The New Girlfriend,9/18/2015 0:00:00,Cohen Media Group,Thriller/Suspense,R,196284,23283
375,Escobar: Paradise Lost,6/26/2015 0:00:00,RADiUS-TWC,Drama,R,195792,23225
376,Merchants of Doubt,3/6/2015 0:00:00,Sony Pictures Classics,Documentary,PG-13,192362,22818
377,The Connection,5/15/2015 0:00:00,Drafthouse Films,Thriller/Suspense,R,190980,22654
378,Beeba Boys,10/16/2015 0:00:00,Mongrel Media,Thriller/Suspense,Not Rated,189786,22513
379,Lost and Love,3/20/2015 0:00:00,China Lion Film Distribution,Drama,Not Rated,188306,22337
380,Stonewall,9/25/2015 0:00:00,Roadside Attractions,Drama,R,187674,22262
381,Maggie,5/8/2015 0:00:00,Roadside Attractions,Drama,PG-13,187112,22195
382,Mustang,11/20/2015 0:00:00,Cohen Media Group,Drama,PG-13,186136,22080
383,The Maze Runner,9/19/2014 0:00:00,20th Century Fox,Thriller/Suspense,PG-13,185848,22046
384,Lambert & Stamp,4/3/2015 0:00:00,Sony Pictures Classics,Documentary,R,183320,21746
385,3 Hearts,3/13/2015 0:00:00,Cohen Media Group,Drama,PG-13,182522,21651
386,An Honest Liar,3/6/2015 0:00:00,Abramorama Films,Documentary,Not Rated,180590,21422
387,The Young and Prodigious T.S. Spivet,7/31/2015 0:00:00,Weinstein Co.,Adventure,PG,176847,20978
388,Serena,3/27/2015 0:00:00,Magnolia Pictures,Drama,R,176391,20924
389,The Farewell Party,5/22/2015 0:00:00,IDP/Samuel Goldwyn Films,Black Comedy,Not Rated,172860,20505
390,All Things Must Pass,10/16/2015 0:00:00,Gravitas Ventures,Documentary,Not Rated,166872,19795
391,Winter's Sleep,12/19/2014 0:00:00,Adopt Films,Drama,Not Rated,165520,19634
392,Snow Girl and the Dark Crystal 3D,2/27/2015 0:00:00,Well Go USA,Action,Not Rated,165428,19623
393,Time Out of Mind,9/9/2015 0:00:00,IFC Films,Drama,Not Rated,164849,19555
394,Theeb,11/6/2015 0:00:00,Film Movement,Adventure,Not Rated,164704,19537
395,C'est Si Bon,2/13/2015 0:00:00,CJ Entertainment,Drama,Not Rated,164167,19474
396,Last Woman Standing,11/11/2015 0:00:00,China Lion Film Distribution,Drama,Not Rated,163406,19383
397,After the Ball,4/24/2015 0:00:00,Freestyle Releasing,Romantic Comedy,Not Rated,161820,19195
398,Human Capital,1/14/2015 0:00:00,Film Movement,Drama,Not Rated,158549,18807
399,Son of Saul,12/18/2015 0:00:00,Sony Pictures Classics,Drama,R,158534,18805
400,Hell & Back,10/2/2015 0:00:00,Freestyle Releasing,Comedy,R,157768,18715
401,The Homesman,11/14/2014 0:00:00,Roadside Attractions,Western,R,157192,18646
402,Experimenter,10/16/2015 0:00:00,Magnolia Pictures,Drama,PG-13,155575,18454
403,Desert Dancer,4/10/2015 0:00:00,Relativity,Drama,PG-13,155271,18418
404,Buen dia Ramon,1/30/2015 0:00:00,20th Century Fox,Drama,PG-13,154356,18310
405,Samba,7/24/2015 0:00:00,Entertainment One,Comedy,R,151530,17975
406,The Tribe,6/17/2015 0:00:00,Drafthouse Films,Drama,Not Rated,150565,17860
407,Forever Young,7/10/2015 0:00:00,China Lion Film Distribution,Comedy,Not Rated,149761,17765
408,The Last Five Years,2/13/2015 0:00:00,RADiUS-TWC,Musical,PG-13,147299,17473
409,Kurt Cobain: Montage Of Heck,4/24/2015 0:00:00,HBO Documentary Films,Documentary,Not Rated,140208,16632
410,A Brilliant Young Mind,9/11/2015 0:00:00,Samuel Goldwyn Films,Drama,PG-13,139511,16549
411,5 to 7,4/3/2015 0:00:00,IFC Films,Romantic Comedy,R,137112,16264
412,To the Arctic 3D,4/20/2012 0:00:00,Warner Bros.,Documentary,G,135768,16105
413,La Sapienza,3/20/2015 0:00:00,Kino Lorber,Drama,Not Rated,135392,16060
414,Cop Car,8/7/2015 0:00:00,Focus Features,Thriller/Suspense,R,134552,15961
415,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,4/22/2015 0:00:00,Argot Pictures,Documentary,Not Rated,133443,15829
416,Manglehorn,6/19/2015 0:00:00,IFC Films,Drama,PG-13,132270,15690
417,Mississippi Grind,9/25/2015 0:00:00,A24,Drama,R,130541,15485
418,Kung Fu Killer,4/24/2015 0:00:00,Well Go USA,Action,Not Rated,129115,15316
419,Boulevard,7/10/2015 0:00:00,Starz Digital Media,Drama,R,126150,14964
420,Ida,5/2/2014 0:00:00,Music Box Films,Drama,PG-13,122448,14525
421,Z for Zachariah,8/28/2015 0:00:00,Roadside Attractions,Thriller/Suspense,PG-13,121461,14408
422,A Journey Through Time With Anthony,11/18/2015 0:00:00,China Lion Film Distribution,Drama,Not Rated,119376,14160
423,Digging for Fire,8/21/2015 0:00:00,The Orchard,Drama,R,119364,14159
424,Guardians of the Galaxy,8/1/2014 0:00:00,Walt Disney,Adventure,PG-13,116854,13861
425,Tangerines,4/17/2015 0:00:00,Samuel Goldwyn Films,Drama,Not Rated,114501,13582
426,Road Hard,3/6/2015 0:00:00,FilmBuff,Comedy,Not Rated,113169,13424
427,John Wick,10/24/2014 0:00:00,Lionsgate,Action,R,112512,13346
428,She's Funny That Way,8/21/2015 0:00:00,Lionsgate,Comedy,R,111993,13285
429,Memories of the Sword,8/28/2015 0:00:00,Well Go USA,Action,Not Rated,111071,13175
430,The Look of Silence,7/17/2015 0:00:00,Drafthouse Films,Documentary,PG-13,109089,12940
431,Do I Sound Gay?,7/10/2015 0:00:00,IFC Films,Documentary,Not Rated,108620,12884
432,The Beauty Inside,9/11/2015 0:00:00,Well Go USA,Drama,Not Rated,108238,12839
433,Adult Beginners,4/24/2015 0:00:00,RADiUS-TWC,Comedy,R,104808,12432
434,Results,5/29/2015 0:00:00,Magnolia Pictures,Comedy,R,104507,12397
435,Every Secret Thing,5/15/2015 0:00:00,Starz Digital Media,Thriller/Suspense,R,103536,12281
436,In Jackson Heights,11/4/2015 0:00:00,Zipporah,Documentary,Not Rated,102475,12155
437,Beyond the Brick: A LEGO Brickumentary,7/31/2015 0:00:00,RADiUS-TWC,Documentary,G,101531,12044
438,James White,11/13/2015 0:00:00,Film Arcade,Drama,R,101368,12024
439,Ghost in the Shell: The New Movie,11/10/2015 0:00:00,FUNimation,Action,Not Rated,101203,12005
440,Black Souls,4/10/2015 0:00:00,Vitagraph Films,Drama,Not Rated,100725,11948
441,I Am Eleven,9/12/2014 0:00:00,Proud Mother Pictures,Documentary,Not Rated,98057,11631
442,A Ballerina's Tale,10/14/2015 0:00:00,IFC Films,Documentary,Not Rated,96900,11494
443,1915,4/17/2015 0:00:00,,Drama,Not Rated,96682,11468
444,A Poem Is a Naked Person,7/1/2015 0:00:00,Janus Films,Documentary,Not Rated,96592,11458
445,The Equalizer,9/26/2014 0:00:00,Sony Pictures,Action,R,94562,11217
446,Man from Reno,3/27/2015 0:00:00,Gravitas Ventures,Thriller/Suspense,Not Rated,92918,11022
447,Saving Mr. Wu,10/2/2015 0:00:00,Dada Films,Action,Not Rated,92696,10995
448,Tales of Hoffmann,3/13/2015 0:00:00,Rialto Pictures,Musical,Not Rated,91930,10905
449,Christmas Eve,12/4/2015 0:00:00,Unstuck LLC,Comedy,PG,91302,10830
450,Beasts of No Nation,10/16/2015 0:00:00,Bleecker Street,Drama,Not Rated,90777,10768
451,Sunshine Superman,5/22/2015 0:00:00,Magnolia Pictures,Documentary,PG,88097,10450
452,Queen of Earth,8/26/2015 0:00:00,IFC Films,Drama,Not Rated,86616,10274
453,Hero,9/11/2015 0:00:00,Eros Entertainment,Drama,Not Rated,84961,10078
454,Trace Amounts,1/2/2015 0:00:00,Gathr Films,Documentary,Not Rated,80735,9577
455,Heaven Knows What,5/29/2015 0:00:00,RADiUS-TWC,Drama,R,80312,9526
456,Nasty Baby,10/23/2015 0:00:00,The Orchard,Drama,R,79800,9466
457,Deep Sea 3-D,3/3/2006 0:00:00,Warner Bros.,Documentary,G,78669,9332
458,Blackbird,4/24/2015 0:00:00,Image Entertainment,Drama,R,78400,9300
459,Tab Hunter Confidential,10/15/2015 0:00:00,,Documentary,Not Rated,78323,9290
460,Batkid Begins: The Wish Heard Around the World,6/26/2015 0:00:00,Warner Bros.,Documentary,PG,74709,8862
461,Dragon Blade,9/4/2015 0:00:00,Lionsgate,Action,R,74070,8786
462,Six Dance Lessons in Six Weeks,12/12/2014 0:00:00,Dada Films,Comedy,Not Rated,73899,8766
463,The Principle,10/24/2014 0:00:00,Rocky Mountain Pictures,Reality,PG,72717,8625
464,Backcountry,3/20/2015 0:00:00,IFC Midnight,Thriller/Suspense,R,71191,8444
465,The Wonders,10/30/2015 0:00:00,Oscilloscope Pictures,Drama,Not Rated,70805,8399
466,I Am Big Bird: The Caroll Spinney Story,5/6/2015 0:00:00,TriBeca Films,Documentary,Not Rated,67845,8048
467,Eden,6/19/2015 0:00:00,Broad Green Pictures,Drama,R,65460,7765
468,National Gallery,11/5/2014 0:00:00,Zipporah,Documentary,Not Rated,64597,7662
469,Devil and Angel,12/31/2015 0:00:00,China Lion Film Distribution,Comedy,Not Rated,64470,7647
470,Office,9/18/2015 0:00:00,China Lion Film Distribution,Musical,Not Rated,63029,7476
471,Drunk Stoned Brilliant Dead The Story of the National Lampoon,9/25/2015 0:00:00,Magnolia Pictures,Documentary,Not Rated,62684,7435
472,Only You,7/24/2015 0:00:00,China Lion Film Distribution,Romantic Comedy,Not Rated,61565,7303
473,Dark Star: H.R. Giger's World,5/13/2015 0:00:00,Icarus Films,Documentary,Not Rated,61303,7272
474,Girlhood,1/30/2015 0:00:00,Strand,Drama,Not Rated,60765,7208
475,Güeros,5/20/2015 0:00:00,Kino Lorber,Comedy,Not Rated,60171,7137
476,Cooties,9/18/2015 0:00:00,Lionsgate,Black Comedy,R,60058,7124
477,I Smile Back,10/23/2015 0:00:00,Broad Green Pictures,Drama,R,58738,6967
478,Jauja,3/20/2015 0:00:00,Cinema Guild,Drama,Not Rated,58403,6927
479,Rififi,9/2/2015 0:00:00,Rialto Pictures,Thriller/Suspense,Not Rated,57749,6850
480,Brian Wilson: I Just Wasn't Made for These Times,8/27/2015 0:00:00,Northern Arts Entertainment,Documentary,Not Rated,56744,6731
481,The Duke of Burgundy,1/23/2015 0:00:00,IFC Films,Drama,Not Rated,56657,6720
482,The Judge,10/10/2014 0:00:00,Warner Bros.,Drama,R,56282,6676
483,Antarctica: A Year on Ice,11/28/2014 0:00:00,Music Box Films,Documentary,PG,54710,6489
484,Beloved Sisters,1/9/2015 0:00:00,Music Box Films,Drama,Not Rated,54064,6413
485,Beyond the Lights,11/14/2014 0:00:00,Relativity,Drama,PG-13,54018,6407
486,The Ark of Mr. Chow,6/19/2015 0:00:00,China Lion Film Distribution,Comedy,Not Rated,53252,6316
487,Aloft,5/22/2015 0:00:00,Sony Pictures Classics,Drama,R,53086,6297
488,The Quay Brothers in 35MM,8/19/2015 0:00:00,Zeitgeist,Documentary,Not Rated,51858,6151
489,Flowers,10/30/2015 0:00:00,Music Box Films,Drama,Not Rated,51238,6078
490,We Come as Friends,8/14/2015 0:00:00,BBC Worldwide North America,Documentary,Not Rated,50921,6040
491,The Yes Men Are Revolting,11/20/2014 0:00:00,The Orchard,Documentary,Not Rated,50190,5953
492,Heist,11/13/2015 0:00:00,Lionsgate,Thriller/Suspense,R,50136,5947
493,Spring,3/20/2015 0:00:00,Drafthouse Films,Horror,Not Rated,49970,5927
494,The Pyramid,12/5/2014 0:00:00,20th Century Fox,Horror,R,49928,5922
495,Difret,10/16/2015 0:00:00,Truth Aid/Amplify,Drama,Not Rated,49667,5891
496,Red Herring,10/30/2015 0:00:00,Indican Pictures,Drama,Not Rated,49480,5869
497,Bangistan,7/31/2015 0:00:00,Eros Entertainment,Black Comedy,Not Rated,48694,5776
498,Appropriate Behavior,1/16/2015 0:00:00,Gravitas Ventures,Comedy,Not Rated,46912,5564
499,Shanghai,10/2/2015 0:00:00,Weinstein Co.,Drama,R,46425,5507
500,Beyond The Reach,4/17/2015 0:00:00,Roadside Attractions,Thriller/Suspense,R,45895,5444
501,Lost River,4/10/2015 0:00:00,Warner Bros.,Thriller/Suspense,R,45431,5389
502,Mr. X,4/17/2015 0:00:00,Fox International,Thriller/Suspense,Not Rated,44995,5337
503,Madame Bovary,6/12/2015 0:00:00,Alchemy,Drama,R,44234,5247
504,The Salvation,2/27/2015 0:00:00,IFC Films,Western,R,43318,5138
505,Ingrid Bergman - In Her Own Words,11/13/2015 0:00:00,Rialto Pictures,Documentary,Not Rated,42381,5027
506,Breathe,9/11/2015 0:00:00,Film Movement,Drama,Not Rated,42313,5019
507,The Search for General Tso,1/2/2015 0:00:00,Sundance Selects,Documentary,Not Rated,41455,4917
508,Nowitzki: The Perfect Shot,7/10/2015 0:00:00,Magnolia Pictures,Documentary,Not Rated,41340,4903
509,Love Thy Nature,4/14/2015 0:00:00,In The Light Productions LLC,Documentary,Not Rated,41336,4903
510,Queen and Country,2/18/2015 0:00:00,,Drama,Not Rated,41297,4898
511,Zero Motivation,12/3/2014 0:00:00,Zeitgeist,Drama,Not Rated,41152,4881
512,The Seven Five,5/8/2015 0:00:00,IFC Films,Documentary,R,40674,4824
513,The New Rijksmuseum,6/19/2015 0:00:00,First Run Features,Documentary,Not Rated,40578,4813
514,What Our Fathers Did: A Nazi Legacy,11/6/2015 0:00:00,Oscilloscope Pictures,Documentary,Not Rated,40119,4759
515,Entertainment,11/13/2015 0:00:00,Magnolia Pictures,Drama,R,39864,4728
516,Charlie's Country,6/5/2015 0:00:00,Monument Releasing,Drama,Not Rated,39436,4678
517,Prophet's Prey,9/18/2015 0:00:00,Showtime Original,Documentary,Not Rated,39347,4667
518,Stations of the Cross,7/10/2015 0:00:00,Film Movement,Drama,Not Rated,38818,4604
519,Lila & Eve,7/17/2015 0:00:00,Samuel Goldwyn Films,Drama,R,38263,4538
520,Before We Go,9/4/2015 0:00:00,Radius,Romantic Comedy,PG-13,37151,4406
521,The Mafia Only Kills in Summer,3/6/2015 0:00:00,Distrib Films,Black Comedy,Not Rated,37134,4404
522,Grey Gardens,3/6/2015 0:00:00,Janus Films,Documentary,PG,36923,4379
523,Knock Knock,10/9/2015 0:00:00,Lionsgate,Thriller/Suspense,R,36336,4310
524,The Kindergarten Teacher,7/31/2015 0:00:00,Kino Lorber,Drama,Not Rated,36190,4293
525,Welcome to Leith,9/9/2015 0:00:00,First Run Features,Documentary,Not Rated,36010,4271
526,Finders Keepers,9/25/2015 0:00:00,The Orchard,Documentary,R,35555,4217
527,The Pearl Button,10/23/2015 0:00:00,Kino Lorber,Documentary,Not Rated,34929,4143
528,Office,9/18/2015 0:00:00,China Lion Film Distribution,Multiple Genres,Not Rated,34144,4050
529,Song One,1/23/2015 0:00:00,Cinedigm/Film Arcade,Drama,PG-13,32251,3825
530,Wild City,7/31/2015 0:00:00,Well Go USA,Action,Not Rated,32053,3802
531,Amira & Sam,1/30/2015 0:00:00,Drafthouse Films,Romantic Comedy,Not Rated,31848,3777
532,The Forbidden Room,10/7/2015 0:00:00,Kino Lorber,Comedy,Not Rated,31734,3764
533,Hard to Be a God,1/30/2015 0:00:00,Kino Lorber,Drama,Not Rated,31443,3729
534,Don Verdean,12/11/2015 0:00:00,Lionsgate,Comedy,PG-13,31309,3713
535,"People, Places, Things",8/14/2015 0:00:00,Film Arcade,Comedy,R,30768,3649
536,Love on the Cloud,12/24/2014 0:00:00,China Lion Film Distribution,Comedy,PG-13,30708,3642
537,Match,1/14/2015 0:00:00,IFC Films,Comedy,R,30566,3625
538,Runoff,6/26/2015 0:00:00,Monterey Media,Drama,R,30186,3580
539,Paul Taylor Creative Domain,9/11/2015 0:00:00,Resident Artist,Documentary,Not Rated,30168,3578
540,3 and 1/2 Minutes,6/19/2015 0:00:00,Participant Media,Documentary,Not Rated,29725,3526
541,Paulette,8/14/2015 0:00:00,Cohen Media Group,Comedy,R,29086,3450
542,Rebels Of the Neon God,4/10/2015 0:00:00,Big World Pictures,Drama,Not Rated,28791,3415
543,Americons,1/23/2015 0:00:00,Archstone Entertainment,Action,R,28782,3414
544,Le jour se leve,11/14/2014 0:00:00,Rialto Pictures,Drama,Not Rated,28339,3361
545,The Nightmare,6/5/2015 0:00:00,Gravitas Ventures,Horror,Not Rated,28281,3354
546,Censored Voices,11/20/2015 0:00:00,Music Box Films,Documentary,Not Rated,28231,3348
547,"Like Sunday, Like Rain",3/6/2015 0:00:00,Monterey Media,Drama,R,28208,3346
548,7 Chinese Brothers,8/28/2015 0:00:00,Screen Media Films,Comedy,Not Rated,28180,3342
549,The Cut,9/18/2015 0:00:00,Strand,Drama,Not Rated,28066,3329
550,Dear White People,10/17/2014 0:00:00,Lionsgate/Roadside Attractions,Comedy,R,27532,3265
551,The Keeping Room,9/25/2015 0:00:00,Drafthouse Films,Western,R,27166,3222
552,Elsa & Fred,11/7/2014 0:00:00,Alchemy,Comedy,PG-13,26754,3173
553,Tap World,7/10/2015 0:00:00,Vitagraph Films,Documentary,Not Rated,26747,3172
554,Peace Officer,9/16/2015 0:00:00,Submarine Deluxe,Documentary,Not Rated,26632,3159
555,The Best of Me,10/17/2014 0:00:00,Relativity,Drama,PG-13,26454,3138
556,Sagrada: The Mystery of Creation,9/12/2014 0:00:00,First Run Features,Documentary,Not Rated,26155,3102
557,Last Days in Vietnam,9/5/2014 0:00:00,American Experience/PBS Films,Documentary,Not Rated,26083,3094
558,The Things of Life,6/12/2015 0:00:00,Rialto Pictures,Drama,Not Rated,25314,3002
559,Love at First Fight,5/22/2015 0:00:00,Strand,Romantic Comedy,Not Rated,25229,2992
560,R100,1/23/2015 0:00:00,Drafthouse Films,Black Comedy,Not Rated,24956,2960
561,Big Game,6/26/2015 0:00:00,EuropaCorp,Action,PG-13,24752,2936
562,Forgotten,9/18/2015 0:00:00,Cinema Libre,Drama,Not Rated,24638,2922
563,Kill Me Three Times,4/10/2015 0:00:00,Magnolia Pictures,Thriller/Suspense,R,24296,2882
564,Hippocrates: Diary of a French Doctor,6/15/2015 0:00:00,Distrib Films,Drama,Not Rated,23050,2734
565,Slow Learners,8/19/2015 0:00:00,IFC Films,Romantic Comedy,Not Rated,22930,2720
566,Court,7/15/2015 0:00:00,Zeitgeist,Drama,Not Rated,22898,2716
567,Epic of Everest,5/8/2015 0:00:00,Kino International,Documentary,Not Rated,22382,2655
568,Can't Stand Losing You: Surviving the Police,3/20/2015 0:00:00,Cinema Libre,Documentary,Not Rated,22326,2648
569,Metropolitan,8/3/1990 0:00:00,,Comedy,PG-13,22284,2643
570,Animals,5/15/2015 0:00:00,Oscilloscope Pictures,Drama,Not Rated,22001,2609
571,Futuro Beach,2/27/2015 0:00:00,Strand,Drama,Not Rated,20620,2446
572,Boy Meets Girl,2/6/2015 0:00:00,Bramacharia LLC,Romantic Comedy,Not Rated,20441,2424
573,"Love, Rosie",2/6/2015 0:00:00,Film Arcade,Romantic Comedy,R,20431,2423
574,Friends and Romans,10/23/2015 0:00:00,Paladin,Comedy,Not Rated,20136,2388
575,Forbidden Games,4/24/2015 0:00:00,Rialto Pictures,Drama,PG,19889,2359
576,Misery Loves Comedy,4/24/2015 0:00:00,TriBeca Films,Documentary,Not Rated,19634,2329
577,Actress,11/7/2014 0:00:00,Cinema Guild,Documentary,Not Rated,19365,2297
578,The Challenger,9/11/2015 0:00:00,Freestyle Releasing,Action,PG-13,19003,2254
579,Meet the Mormons,10/10/2014 0:00:00,Purdie Distribution,Documentary,PG,18805,2230
580,El Ardor,7/17/2015 0:00:00,Strand,Western,R,18572,2203
581,Monk With a Camera,11/21/2014 0:00:00,Kino Lorber,Documentary,Not Rated,18275,2167
582,The Little Death,6/26/2015 0:00:00,Magnolia Pictures,Comedy,Not Rated,18238,2163
583,The Great Museum,4/24/2015 0:00:00,Kino Lorber,Documentary,Not Rated,18020,2137
584,The Other One,8/14/2015 0:00:00,Indican Pictures,Drama,Not Rated,17727,2102
585,The Boy and the World,12/11/2015 0:00:00,GKIDS,Adventure,PG,17580,2085
586,Trash,10/9/2015 0:00:00,Focus Features,Adventure,R,17484,2074
587,Strangerland,7/10/2015 0:00:00,Alchemy,Drama,R,17472,2072
