Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
588,Memoria,4/8/2016 0:00:00,Monterey Media,Drama,R,2242,265
589,Vigilante Diaries,6/24/2016 0:00:00,Anchor Bay Entertainment,Action,R,1991,236
590,Chronic,9/23/2016 0:00:00,Monument Releasing,Drama,R,1912,226
591,Skiptrace,9/2/2016 0:00:00,Saban Films,Action,PG-13,1792,212
592,A Beautiful Now,9/2/2016 0:00:00,Monterey Media,Drama,R,1717,203
593,"Arabian Nights: Volume 2, The Desolate One",12/11/2015 0:00:00,Kino Lorber,Drama,Not Rated,1559,184
594,Hyena Road,3/11/2016 0:00:00,Samuel Goldwyn Films,Drama,R,1430,169
595,A Small Good Thing,8/19/2016 0:00:00,Kino Lorber,Documentary,Not Rated,1196,141
596,Yalom's Cure,3/11/2016 0:00:00,First Run Features,Documentary,Not Rated,1164,138
597,Misfortune,8/5/2016 0:00:00,Gunnison Galaxy,Thriller/Suspense,Not Rated,903,107
598,Klown Forever,9/2/2016 0:00:00,Drafthouse Films,Comedy,Not Rated,860,102
599,Next Time I’ll Aim for the Heart,4/1/2016 0:00:00,Distrib Films,Drama,Not Rated,815,96
600,The Student and Mr. Henri,8/19/2016 0:00:00,Distrib Films,Romantic Comedy,Not Rated,761,90
601,Down by Love,8/19/2016 0:00:00,Distrib Films,Drama,Not Rated,675,80
602,Dark Star: H.R. Giger's World,5/13/2015 0:00:00,Icarus Films,Documentary,Not Rated,542,64
603,Güeros,5/20/2015 0:00:00,Kino Lorber,Comedy,Not Rated,428,50
604,News From Planet Mars,7/22/2016 0:00:00,Kino Lorber,Comedy,Not Rated,310,36
605,The Lady in the Car With Glasses and A Gun,12/18/2015 0:00:00,Magnolia Pictures,Thriller/Suspense,Not Rated,266,31
606,Satanic,7/1/2016 0:00:00,Magnolia Pictures,Horror,R,252,29
607,The Last Film Festival,9/16/2016 0:00:00,Monterey Media,Comedy,R,134,15
