Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
295,Mindless Behavior: All Around The World,3/15/2013 0:00:00,"AwesomenessTV, Conjunction Films",Concert/Performance,G,344500,42373
296,Drinking Buddies,8/23/2013 0:00:00,Magnolia Pictures,Drama,R,343706,42276
297,Koch,2/1/2013 0:00:00,Zeitgeist,Documentary,Not Rated,342941,42182
298,Starbuck,3/22/2013 0:00:00,Entertainment One,Comedy,R,339972,41816
299,Diana,11/1/2013 0:00:00,Entertainment One,Drama,PG-13,335360,41249
300,Happy People: A Year in the Taiga,1/25/2013 0:00:00,Music Box Films,Documentary,Not Rated,329464,40524
301,Lone Survivor,1/10/2014 0:00:00,Universal,Action,R,326685,40182
302,Camp,2/22/2013 0:00:00,,Drama,PG-13,324976,39972
303,Not Today,4/12/2013 0:00:00,Freestyle Releasing,Drama,PG-13,318121,39129
304,The Angels' Share,4/12/2013 0:00:00,IFC Films,Comedy,Not Rated,312339,38418
305,Adore,9/6/2013 0:00:00,Exclusive Releasing,Drama,R,302020,37148
306,Go Goa Gone,5/10/2013 0:00:00,Eros Entertainment,Horror,Not Rated,295414,36336
307,Himmatwala,3/29/2013 0:00:00,UTV Communications,Action,Not Rated,270880,33318
308,West of Memphis,12/25/2012 0:00:00,Sony Pictures Classics,Documentary,R,270705,33297
309,The Master,9/14/2012 0:00:00,Weinstein Co.,Drama,R,267290,32876
310,War Witch,3/1/2013 0:00:00,TriBeca Films,Drama,Not Rated,265273,32628
311,The Perks of Being a Wallflower,9/21/2012 0:00:00,Lionsgate,Drama,R,263920,32462
312,Room 237,3/29/2013 0:00:00,IFC Films,Documentary,Not Rated,263411,32399
313,Great Expectations,11/8/2013 0:00:00,Main Street,Drama,PG-13,258656,31815
314,Linsanity,10/4/2013 0:00:00,,Documentary,PG,258427,31786
315,Playing for Keeps,12/7/2012 0:00:00,FilmDistrict,Romantic Comedy,PG-13,251675,30956
316,Midnight's Children,4/26/2013 0:00:00,Paladin,Drama,Not Rated,248450,30559
317,The Attacks of 26/11,3/1/2013 0:00:00,Eros Entertainment,Drama,Not Rated,248346,30546
318,Blancanieves,3/15/2013 0:00:00,Cohen Media Group,Drama,PG-13,236394,29076
319,Chashme Baddoor,4/5/2013 0:00:00,Viva Entertainment,Comedy,Not Rated,235401,28954
320,A Place at the Table,3/1/2013 0:00:00,Magnolia Pictures,Documentary,PG,231378,28459
321,InAPPropriate Comedy,3/22/2013 0:00:00,Freestyle Releasing,Comedy,R,228004,28044
322,Like Someone in Love,2/15/2013 0:00:00,IFC Films,Drama,Not Rated,222695,27391
323,ABCD (Any Body Can Dance),2/8/2013 0:00:00,UTV Communications,Musical,Not Rated,222098,27318
324,The Summit,10/4/2013 0:00:00,IFC Films,Documentary,R,219346,26979
325,Arthur Newman,4/26/2013 0:00:00,Cinedigm,Drama,R,207853,25566
326,Prince Avalanche,8/9/2013 0:00:00,Magnolia Pictures,Comedy,R,205139,25232
327,Cloud Atlas,10/26/2012 0:00:00,Warner Bros.,Drama,R,205030,25218
328,A Late Quartet,11/2/2012 0:00:00,Entertainment One,Drama,R,204736,25182
329,You Will Be My Son,8/16/2013 0:00:00,Cohen Media Group,Drama,R,203636,25047
330,Ghanchakkar,6/28/2013 0:00:00,UTV Communications,Comedy,Not Rated,203044,24974
331,No Place on Earth,4/5/2013 0:00:00,Magnolia Pictures,Documentary,PG-13,200238,24629
332,Crystal Fairy,7/12/2013 0:00:00,IFC Films,Comedy,Not Rated,195257,24016
333,The Armstrong Lie,11/8/2013 0:00:00,Sony Pictures Classics,Documentary,R,194857,23967
334,Not Fade Away,12/21/2012 0:00:00,Paramount Vantage,Drama,R,193906,23850
335,Puella Magi Madoka Magica The Movie - Rebellion,12/6/2013 0:00:00,Eleven Arts,Adventure,Not Rated,190478,23429
336,The Anonymous People,8/16/2013 0:00:00,Alive Mind,Documentary,Not Rated,187459,23057
337,Populaire,9/6/2013 0:00:00,Weinstein Co.,Comedy,R,179091,22028
338,Afternoon Delight,8/30/2013 0:00:00,Film Arcade,Comedy,R,174496,21463
339,"5 de Mayo, La Batalla",5/3/2013 0:00:00,Pantelion Films,Action,R,173472,21337
340,Escape from Tomorrow,10/11/2013 0:00:00,Producers Distribution Agency,Drama,Not Rated,171962,21151
341,Copperhead,6/28/2013 0:00:00,Brainstorm Media,Drama,PG-13,171740,21124
342,We Steal Secrets: The Story of Wikileaks,5/24/2013 0:00:00,Focus Features,Documentary,R,166243,20448
343,On The Job,9/27/2013 0:00:00,Well Go USA,Thriller/Suspense,Not Rated,161217,19829
344,The Past,12/20/2013 0:00:00,Sony Pictures Classics,Drama,PG-13,160213,19706
345,Mother of George,9/13/2013 0:00:00,Oscilloscope Pictures,Drama,R,157937,19426
346,A.C.O.D.,10/4/2013 0:00:00,Film Arcade,Comedy,R,157690,19396
347,LUV,1/18/2013 0:00:00,Indomina Releasing,Drama,R,156996,19310
348,Somm,6/21/2013 0:00:00,Samuel Goldwyn Films,Documentary,Not Rated,153620,18895
349,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4/17/2013 0:00:00,Kino Lorber,Documentary,Not Rated,152449,18751
350,Snake and Mongoose,8/9/2013 0:00:00,Rocky Mountain Pictures,Drama,PG-13,152223,18723
351,The Patience Stone,8/14/2013 0:00:00,Sony Pictures Classics,Comedy,R,148408,18254
352,Narco Cultura,11/22/2013 0:00:00,Cinedigm,Documentary,R,145088,17846
353,Free the Mind,5/3/2013 0:00:00,International Film Circuit,Documentary,Not Rated,142008,17467
354,John Dies at the End,1/25/2013 0:00:00,Magnet Pictures,Black Comedy,R,141951,17460
355,Good Ol' Freda,9/6/2013 0:00:00,Magnolia Pictures,Documentary,PG,138811,17073
356,American Promise,10/18/2013 0:00:00,Rada Film Group,Documentary,Not Rated,136385,16775
357,Ernest & Celestine,2/28/2014 0:00:00,GKIDS,Adventure,Not Rated,135918,16718
358,Fists of Legend,4/12/2013 0:00:00,CJ Entertainment,Action,Not Rated,134213,16508
359,Is the Man Who Is Tall Happy?,11/22/2013 0:00:00,IFC Films,Documentary,Not Rated,132409,16286
360,Free Angela & All Political Prisoners,4/5/2013 0:00:00,CODEBLACK Films/Lionsgate,Documentary,Not Rated,129102,15879
361,Drug War,7/26/2013 0:00:00,Variance Films,Thriller/Suspense,R,128195,15768
362,A Band Called Death,6/28/2013 0:00:00,Drafthouse Films,Documentary,Not Rated,127257,15652
363,Europa Report,8/2/2013 0:00:00,Magnolia Pictures,Thriller/Suspense,PG-13,125687,15459
364,Cutie and the Boxer,8/16/2013 0:00:00,Radius,Documentary,R,125382,15422
365,Fukrey,6/14/2013 0:00:00,Excel Entertainment,Comedy,Not Rated,124221,15279
366,Lost and Found in Armenia,6/7/2013 0:00:00,High Top Releasing,Comedy,Not Rated,122305,15043
367,Spark: A Burning Man Story,8/16/2013 0:00:00,Paladin,Documentary,Not Rated,120459,14816
368,Ice Age: Continental Drift,7/13/2012 0:00:00,20th Century Fox,Adventure,PG,117761,14484
369,Beyond the Hills,3/8/2013 0:00:00,IFC Films,Drama,Not Rated,117287,14426
370,Storm Surfers 3D,4/26/2013 0:00:00,XLrater Media,Documentary,Not Rated,117090,14402
371,The Invisible Woman,12/25/2013 0:00:00,Sony Pictures Classics,Drama,R,116840,14371
372,Yossi,1/25/2013 0:00:00,Strand,Drama,Not Rated,116207,14293
373,The Punk Singer,11/29/2013 0:00:00,IFC Films,Documentary,Not Rated,115814,14245
374,Ain't in It for My Health: A Film About Levon Helm,3/31/2013 0:00:00,Kino Lorber,Documentary,Not Rated,111794,13750
375,End of Watch,9/21/2012 0:00:00,Open Road,Thriller/Suspense,R,111551,13720
376,Therese,8/23/2013 0:00:00,MPI Media Group,Drama,Not Rated,109376,13453
377,Augustine,5/17/2013 0:00:00,Music Box Films,Drama,Not Rated,107352,13204
378,Big Star: Nothing Can Hurt Me,7/3/2013 0:00:00,Magnolia Pictures,Documentary,PG-13,105998,13037
379,A Touch of Sin,10/4/2013 0:00:00,Kino Lorber,Drama,Not Rated,103927,12783
380,Upside Down,3/15/2013 0:00:00,Alchemy,Romantic Comedy,PG-13,102118,12560
381,Computer Chess,7/17/2013 0:00:00,Kino Lorber,Comedy,Not Rated,101718,12511
382,The Broken Circle Breakdown,11/1/2013 0:00:00,TriBeca Films,Drama,Not Rated,101700,12509
383,Shadow Dancer,5/31/2013 0:00:00,Magnolia Pictures,Thriller/Suspense,R,100616,12375
384,One Track Heart: The Story of Krishna Das,5/8/2013 0:00:00,Zeitgeist,Documentary,Not Rated,100401,12349
385,The Silence,3/8/2013 0:00:00,Music Box Films,Thriller/Suspense,Not Rated,100214,12326
386,Spinning Plates,10/25/2013 0:00:00,Film Arcade,Documentary,Not Rated,99127,12192
387,Gimme the Loot,3/22/2013 0:00:00,IFC Films,Drama,Not Rated,99070,12185
388,The Investigator,9/13/2013 0:00:00,Gabriel's Messenger Films,Drama,PG-13,93690,11523
389,Blue Caprice,9/13/2013 0:00:00,IFC Films,Drama,R,92336,11357
390,Somebody Up There Likes Me,3/8/2013 0:00:00,TriBeca Films,Comedy,Not Rated,89435,11000
391,Settai,4/5/2013 0:00:00,UTV Communications,Comedy,Not Rated,87838,10804
392,Young Detective Dee: Rise of the Sea Dragon,9/27/2013 0:00:00,AMC Independent,Adventure,Not Rated,87783,10797
393,Passion,8/30/2013 0:00:00,Entertainment One,Thriller/Suspense,R,85726,10544
394,Byzantium,6/28/2013 0:00:00,IFC Films,Thriller/Suspense,R,85252,10486
395,Reality,3/15/2013 0:00:00,Oscilloscope Pictures,Comedy,R,83736,10299
396,Les beaux jours,10/25/2013 0:00:00,Mongrel Media,Drama,Not Rated,82510,10148
397,Bettie Page Reveals All,11/22/2013 0:00:00,Music Box Films,Documentary,R,81776,10058
398,We Are What We Are,9/27/2013 0:00:00,Entertainment One,Thriller/Suspense,R,81381,10009
399,Holy Motors,10/17/2012 0:00:00,Indomina Releasing,Drama,Not Rated,80468,9897
400,Una Noche,8/23/2013 0:00:00,IFC Films,Drama,Not Rated,79813,9817
401,Harvest of Empire,9/28/2012 0:00:00,Onyx Films,Documentary,Not Rated,79627,9794
402,Something in the Air,5/3/2013 0:00:00,IFC Films,Drama,Not Rated,79568,9786
403,Stuck in Love,7/5/2013 0:00:00,Alchemy,Comedy,R,78950,9710
404,The Artist and the Model,8/2/2013 0:00:00,Cohen Media Group,Drama,Not Rated,78504,9656
405,Money for Nothing: Inside the Federal Reserve,9/6/2013 0:00:00,Liberty Street Films,Documentary,Not Rated,77619,9547
406,Leviathan,3/1/2013 0:00:00,Cinema Guild,Documentary,Not Rated,76202,9372
407,No One Lives,5/10/2013 0:00:00,Anchor Bay Entertainment,Horror,R,75121,9239
408,Any Day Now,12/14/2012 0:00:00,Music Box Films,Drama,R,72004,8856
409,More Than Honey,6/12/2013 0:00:00,Kino Lorber,Documentary,Not Rated,71977,8853
410,An Oversimplification of Her Beauty,4/26/2013 0:00:00,Variance Films,Drama,Not Rated,71906,8844
411,Seasons of Gray,10/18/2013 0:00:00,Echolight Studios,Drama,PG-13,70594,8683
412,The Waiting Room,9/21/2012 0:00:00,International Film Circuit,Documentary,Not Rated,67815,8341
413,After Tiller,9/20/2013 0:00:00,Oscilloscope Pictures,Documentary,PG-13,67414,8292
414,Pandora's Promise,6/12/2013 0:00:00,Abramorama Films,Documentary,Not Rated,66680,8201
415,Violette,6/13/2014 0:00:00,Adopt Films,Drama,Not Rated,65635,8073
416,Beware of Mr. Baker,11/30/2012 0:00:00,SnagFilms,Documentary,Not Rated,63105,7761
417,Becoming Traviata,5/15/2013 0:00:00,Distrib Films,Documentary,Not Rated,62652,7706
418,Go For Sisters,11/8/2013 0:00:00,Variance Films,Thriller/Suspense,Not Rated,62107,7639
419,Winnie Mandela,9/6/2013 0:00:00,Image Entertainment,Drama,R,61847,7607
420,Don't Stop Believin': Everyman's Journey,3/8/2013 0:00:00,Cinedigm,Documentary,R,61018,7505
421,It's a Disaster,4/12/2013 0:00:00,Oscilloscope Pictures,Comedy,R,60818,7480
422,How I Live Now,11/8/2013 0:00:00,Magnolia Pictures,Drama,R,60360,7424
423,The English Teacher,5/17/2013 0:00:00,Cinedigm,Comedy,Not Rated,60166,7400
424,The Canyons,8/2/2013 0:00:00,IFC Films,Thriller/Suspense,R,59671,7339
425,Elle s'en va,11/22/2013 0:00:00,Mongrel Media,Drama,Not Rated,59028,7260
426,The Trials of Muhammad Ali,8/23/2013 0:00:00,Kino Lorber,Documentary,Not Rated,57641,7089
427,Billy and Buddy,11/8/2013 0:00:00,Distrib Films,Comedy,Not Rated,56224,6915
428,Terms and Conditions May Apply,7/12/2013 0:00:00,Variance Films,Documentary,Not Rated,55824,6866
429,C.O.G.,9/20/2013 0:00:00,Screen Media Films,Comedy,R,55301,6802
430,Final: The Rapture,9/13/2013 0:00:00,Riverrain,Thriller/Suspense,PG-13,54466,6699
431,Leonie,3/15/2013 0:00:00,Monterey Media,Drama,PG-13,53692,6604
432,The Square,10/25/2013 0:00:00,Noujaim Films,Documentary,Not Rated,52954,6513
433,The Central Park Five,11/23/2012 0:00:00,IFC Films,Documentary,Not Rated,51906,6384
434,Venus and Serena,5/10/2013 0:00:00,Magnolia Pictures,Documentary,PG-13,51271,6306
435,God Loves Uganda,10/11/2013 0:00:00,Variance Films,Documentary,Not Rated,51229,6301
436,Let the Fire Burn,10/2/2013 0:00:00,Zeitgeist,Documentary,Not Rated,49128,6042
437,The Pervert's Guide to Ideology,11/1/2013 0:00:00,Zeitgeist,Documentary,Not Rated,49072,6035
438,Un flic,4/19/2013 0:00:00,Rialto Pictures,Action,Not Rated,48040,5908
439,Jewtopia,9/20/2013 0:00:00,Le Petit Canyon Productions,Romantic Comedy,Not Rated,46437,5711
440,Wrong,3/29/2013 0:00:00,Drafthouse Films,Comedy,Not Rated,46021,5660
441,Reaching for the Moon,11/8/2013 0:00:00,Wolfe Releasing,Documentary,Not Rated,45502,5596
442,American Made Movie,8/30/2013 0:00:00,Variance Films,Documentary,G,45175,5556
443,Greedy Lying Bastards,3/8/2013 0:00:00,Lambert Releasing,Documentary,PG-13,45000,5535
444,My Brother the Devil,3/22/2013 0:00:00,Paladin/108 Media,Drama,Not Rated,44906,5523
445,The We and the I,3/8/2013 0:00:00,Paladin/108 Media,Drama,Not Rated,42172,5187
446,Diana Vreeland: The Eye Has to Travel,9/21/2012 0:00:00,Samuel Goldwyn Films,Documentary,PG-13,41683,5127
447,Holla II,4/19/2013 0:00:00,Rockstone Releasing,Horror,R,41537,5109
448,Wish You Were Here,6/7/2013 0:00:00,Entertainment One,Drama,R,41189,5066
449,Bill W.,5/18/2012 0:00:00,Page 124 Productions,Documentary,Not Rated,41072,5051
450,Sightseers,5/10/2013 0:00:00,IFC Films,Black Comedy,Not Rated,41039,5047
451,Killing Them Softly,11/30/2012 0:00:00,Weinstein Co.,Thriller/Suspense,R,40560,4988
452,Aftershock,5/10/2013 0:00:00,Weinstein Co.,Horror,R,40179,4942
453,GMO OMG,9/13/2013 0:00:00,Submarine Deluxe,Documentary,Not Rated,39901,4907
454,Escape Fire: The Fight to Rescue American Healthcare,10/5/2012 0:00:00,Roadside Attractions,Documentary,PG-13,39428,4849
455,How to Make Money Selling Drugs,6/26/2013 0:00:00,TriBeca Films,Documentary,Not Rated,39192,4820
456,Herb & Dorothy 50X50,9/13/2013 0:00:00,Fine Line,Documentary,Not Rated,38933,4788
457,Post Tenebras Lux,5/1/2013 0:00:00,Strand,Drama,Not Rated,38911,4786
458,The Short Game,9/20/2013 0:00:00,Phase 4 Films Sameul Goldwyn Films,Documentary,PG,38856,4779
459,The Wall,5/31/2013 0:00:00,Music Box Films,Drama,Not Rated,38674,4756
460,Concussion,10/4/2013 0:00:00,Radius,Drama,R,38361,4718
461,Russian Ark,12/13/2002 0:00:00,WellSpring,Drama,Not Rated,37984,4672
462,Ip Man: The Final Fight,9/20/2013 0:00:00,Well Go USA,Action,PG-13,37884,4659
463,Mumia: Long Distance Revolutionary,2/1/2013 0:00:00,First Run Features,Documentary,Not Rated,37731,4640
464,Rising From Ashes,7/26/2013 0:00:00,First Run Features,Documentary,Not Rated,37673,4633
465,Savannah,8/23/2013 0:00:00,Ketchup Entertainment,Drama,PG-13,36746,4519
466,Redemption,6/28/2013 0:00:00,Roadside Attractions,Thriller/Suspense,R,36686,4512
467,Touchy Feely,9/6/2013 0:00:00,Magnolia Pictures,Drama,R,36128,4443
468,A Glimpse Inside the Mind of Charles Swan III,2/8/2013 0:00:00,A24,Comedy,R,35586,4377
469,M,3/15/2013 0:00:00,Kino Lorber,Drama,Not Rated,35566,4374
470,Far Out Isn't Far Enough: The Tomi Ungerer Story,6/14/2013 0:00:00,First Run Features,Documentary,Not Rated,35431,4358
471,The Girl,3/8/2013 0:00:00,Brainstorm Media,Drama,PG-13,35048,4310
472,Underdogs,8/16/2013 0:00:00,Freestyle Releasing,Drama,PG,35017,4307
473,I Give It a Year,8/9/2013 0:00:00,Magnolia Pictures,Romantic Comedy,R,34657,4262
474,5 Broken Cameras,5/30/2012 0:00:00,Kino Lorber,Documentary,Not Rated,34376,4228
475,Bert Stern: Original Mad Man,4/5/2013 0:00:00,First Run Features,Documentary,Not Rated,34005,4182
476,Les 4 soldats,8/16/2013 0:00:00,Mongrel Media,Drama,Not Rated,33912,4171
477,Running from Crazy,11/1/2013 0:00:00,Vitagraph Films,Documentary,Not Rated,33300,4095
478,Dislecksia: The Movie,10/4/2013 0:00:00,Area 23a,Documentary,Not Rated,33066,4067
479,Samsara,8/24/2012 0:00:00,Oscilloscope Pictures,Documentary,PG-13,32797,4034
480,Berberian Sound Studio,6/14/2013 0:00:00,IFC Films,Horror,Not Rated,31641,3891
481,Tai Chi Hero,4/26/2013 0:00:00,Well Go USA,Action,Not Rated,30830,3792
482,Zaytoun,9/20/2013 0:00:00,Strand,Adventure,Not Rated,30743,3781
483,Somewhere Between,8/24/2012 0:00:00,Long Shot Factory,Documentary,Not Rated,30515,3753
484,The Power of Few,2/15/2013 0:00:00,Steelyard Pictures,Drama,R,30444,3744
485,Long Shot: The Kevin Laue Story,10/25/2013 0:00:00,Cinipix,Documentary,PG-13,29863,3673
486,A Fierce Green Fire,3/1/2013 0:00:00,First Run Features,Documentary,Not Rated,29817,3667
487,Dead Man's Burden,5/3/2013 0:00:00,Cinedigm,Western,Not Rated,29634,3645
488,The House I Live In,10/5/2012 0:00:00,Abramorama Films,Documentary,Not Rated,28970,3563
489,Struck by Lightning,1/11/2013 0:00:00,TriBeca Films,Comedy,Not Rated,28378,3490
490,Camille Claudel: 1915,10/16/2013 0:00:00,Kino Lorber,Drama,Not Rated,28355,3487
491,Broadway Idiot,10/11/2013 0:00:00,FilmBuff,Documentary,Not Rated,27595,3394
492,Tiger Eyes,6/7/2013 0:00:00,Freestyle Releasing,Drama,PG-13,27160,3340
493,Maniac,6/21/2013 0:00:00,IFC Midnight,Thriller/Suspense,Not Rated,26826,3299
494,At Berkeley,11/8/2013 0:00:00,Zipporah,Documentary,Not Rated,26482,3257
495,The Sweeney,3/1/2013 0:00:00,Entertainment One,Action,R,26345,3240
496,Gregory Crewdson: Brief Encounters,11/2/2012 0:00:00,Zeitgeist,Documentary,Not Rated,26162,3217
497,Chasing Mavericks,10/26/2012 0:00:00,20th Century Fox,Drama,PG,25454,3130
498,Graceland,4/26/2013 0:00:00,Drafthouse Films,Thriller/Suspense,Not Rated,24529,3017
499,The Citizen,9/20/2013 0:00:00,Monterey Media,Drama,PG-13,24296,2988
500,The Little Soldier,3/8/2013 0:00:00,Rialto Pictures,Drama,Not Rated,24296,2988
501,Simon Killer,4/5/2013 0:00:00,IFC Films,Thriller/Suspense,Not Rated,24082,2962
502,Paradies: Liebe,4/26/2013 0:00:00,Strand,Drama,Not Rated,23808,2928
503,Greenwich Village: Music That Defined a Generation,1/18/2013 0:00:00,Kino Lorber,Documentary,Not Rated,23701,2915
504,The Last Days on Mars,12/6/2013 0:00:00,Magnolia Pictures,Thriller/Suspense,R,23376,2875
505,Our Children,8/2/2013 0:00:00,Distrib Films,Drama,Not Rated,23203,2853
506,Capital,10/25/2013 0:00:00,Cohen Media Group,Drama,R,22400,2755
507,Pieta,5/17/2013 0:00:00,Drafthouse Films,Drama,Not Rated,22080,2715
508,V/H/S 2,7/12/2013 0:00:00,Magnet Pictures,Horror,R,21833,2685
509,The ABCs of Death,3/8/2016 0:00:00,Magnolia Pictures,Horror,Not Rated,21832,2685
510,The Other Son,10/26/2012 0:00:00,Cohen Media Group,Drama,PG-13,21709,2670
511,Evocateur: The Morton Downey Jr. Movie,6/7/2013 0:00:00,Magnolia Pictures,Documentary,R,21652,2663
512,Violeta Went to Heaven,3/29/2013 0:00:00,Kino Lorber,Drama,Not Rated,21496,2644
513,The Intouchables,5/25/2012 0:00:00,Weinstein Co.,Comedy,R,21382,2630
514,Brooklyn Castle,10/19/2012 0:00:00,Producers Distribution Agency,Documentary,PG,20743,2551
515,The Ghosts in Our Machine,11/8/2013 0:00:00,"Ghosts Media, Inc.",Documentary,Not Rated,20709,2547
516,Viola,7/12/2013 0:00:00,Cinema Guild,Drama,Not Rated,20669,2542
517,Our Nixon,8/30/2013 0:00:00,Cinedigm,Documentary,Not Rated,20486,2519
518,Hunky Dory,3/22/2013 0:00:00,Variance Films,Drama,Not Rated,20296,2496
519,Nosotros Los Nobles,11/1/2013 0:00:00,Pantelion Films,Comedy,PG-13,19700,2423
520,Bad Milo,10/4/2013 0:00:00,Magnolia Pictures,Black Comedy,R,19613,2412
521,You Ain't Seen Nothin' Yet,6/7/2013 0:00:00,Kino Lorber,Drama,Not Rated,19373,2382
522,Finding Nemo,5/30/2003 0:00:00,Walt Disney,Adventure,G,19209,2362
523,Language of a Broken Heart,3/15/2013 0:00:00,House Lights Media,Comedy,R,19186,2359
524,Hitler's Children,11/16/2012 0:00:00,Film Movement,Documentary,Not Rated,19160,2356
525,Robot and Frank,8/17/2012 0:00:00,Samuel Goldwyn Films,Drama,PG-13,19040,2341
526,Smash & Grab: The Story of the Pink Panthers,7/31/2013 0:00:00,Doppelganger Releasing,Documentary,Not Rated,18938,2329
527,Nostalghia,5/31/2013 0:00:00,Kino Lorber,Documentary,Not Rated,18846,2318
528,The Sorcerer and the White Snake,2/8/2013 0:00:00,Magnolia Pictures,Action,PG-13,18759,2307
529,Masquerade,9/21/2012 0:00:00,CJ Entertainment,Drama,Not Rated,18681,2297
530,A Single Shot,9/20/2013 0:00:00,TriBeca Films,Thriller/Suspense,Not Rated,18642,2292
531,Let My People Go!,1/11/2013 0:00:00,Zeitgeist,Comedy,Not Rated,18529,2279
532,Mental,3/29/2013 0:00:00,Dada Films,Comedy,Not Rated,17669,2173
533,The History of Future Folk,5/31/2013 0:00:00,Variance Films,Comedy,Not Rated,17646,2170
534,Jamel Shabazz: Street Photographer,8/2/2013 0:00:00,Artists Public Domain/Cinema Conservancy,Documentary,Not Rated,17378,2137
535,Violet and Daisy,6/7/2013 0:00:00,Cinedigm,Action,R,17186,2113
536,Le Pont du Nord,3/22/2013 0:00:00,The Film Desk,Comedy,Not Rated,17110,2104
537,All in Good Time,2/8/2013 0:00:00,Mongrel Media,,Not Rated,17017,2093
538,I Used to Be Darker,9/27/2013 0:00:00,Strand,Drama,Not Rated,16987,2089
539,Torn,10/18/2013 0:00:00,The Film Collective,Drama,Not Rated,16772,2062
540,Love and Honor,3/22/2013 0:00:00,IFC Films,Drama,PG-13,16769,2062
541,Dealin' with Idiots,7/12/2013 0:00:00,IFC Films,Comedy,Not Rated,16757,2061
542,The Look of Love,7/5/2013 0:00:00,IFC Films,Drama,Not Rated,16119,1982
543,The Pardon,3/22/2013 0:00:00,Self Distributed,Drama,PG-13,16100,1980
544,Out of the Clear Blue Sky,9/6/2013 0:00:00,Area 23a,Documentary,Not Rated,16050,1974
545,Hating Breitbart,10/19/2012 0:00:00,Freestyle Releasing,Documentary,R,15296,1881
546,As I Lay Dying,10/11/2013 0:00:00,Alchemy,Drama,R,15009,1846
547,I Declare War,8/30/2013 0:00:00,Drafthouse Films,Drama,Not Rated,14928,1836
548,Jayne Mansfield's Car,9/13/2013 0:00:00,Anchor Bay Entertainment,Drama,R,14836,1824
549,Kiss of the Damned,5/3/2013 0:00:00,Magnolia Pictures,Drama,R,14752,1814
550,In Another Country,11/9/2012 0:00:00,Kino Lorber,,Not Rated,14747,1813
551,A Wedding Invitation,5/24/2013 0:00:00,CJ Entertainment,Romantic Comedy,Not Rated,14350,1765
552,Design is One,10/11/2013 0:00:00,First Run Features,Documentary,Not Rated,14078,1731
553,These Birds Walk,11/1/2013 0:00:00,Oscilloscope Pictures,Documentary,Not Rated,14000,1722
554,Dorfman in Love,3/22/2013 0:00:00,Brainstorm Media,Romantic Comedy,PG-13,13737,1689
555,The Invisible War,6/22/2012 0:00:00,Cinedigm,Documentary,Not Rated,13476,1657
556,My Son,9/20/2013 0:00:00,FlyRock Media,Drama,R,12891,1585
557,Detropia,9/7/2012 0:00:00,Loki Films,Documentary,Not Rated,12805,1575
558,The Painting,1/28/2005 0:00:00,Castle Hill Productions,Drama,PG-13,11779,1448
559,Picture Day,5/24/2013 0:00:00,ARC Entertainment,Comedy,R,11709,1440
560,A Green Story,11/16/2012 0:00:00,Indican Pictures,Drama,Not Rated,11506,1415
561,Greetings from Tim Buckley,5/3/2013 0:00:00,TriBeca Films,Drama,Not Rated,11157,1372
562,Midget Zombie Takeover,2/8/2013 0:00:00,Driving With Our Eyes Shut,Comedy,Not Rated,10604,1304
563,The Selfish Giant,12/20/2013 0:00:00,IFC Films,Drama,Not Rated,10531,1295
564,Shanghai Calling,2/15/2013 0:00:00,Starz Media,Romantic Comedy,PG-13,10443,1284
565,Liv & Ingmar,12/13/2013 0:00:00,Janus Films,Documentary,Not Rated,10347,1272
566,Evil Intent,6/28/2013 0:00:00,,Thriller/Suspense,Not Rated,10336,1271
567,Shepard & Dark,9/25/2013 0:00:00,Music Box Films,Documentary,Not Rated,10278,1264
568,Informant,9/13/2013 0:00:00,Music Box Films,Documentary,Not Rated,10068,1238
569,Red Obsession,9/6/2013 0:00:00,Area23a/FilmBuff,Documentary,Not Rated,9939,1222
570,Orchestra of Exiles,10/26/2012 0:00:00,First Run Features,Documentary,Not Rated,9867,1213
571,Birth of the Living Dead,10/18/2013 0:00:00,First Run Features,Documentary,Not Rated,9802,1205
572,Caucus,10/25/2013 0:00:00,Bonfire Films of America,Documentary,Not Rated,9796,1204
573,Il Futuro,9/6/2013 0:00:00,Strand,Drama,Not Rated,9722,1195
574,Empire of Dirt,11/22/2013 0:00:00,Mongrel Media,Drama,Not Rated,9635,1185
575,If I Were You,3/15/2013 0:00:00,Kino Lorber,Comedy,R,9432,1160
576,Zero Charisma,10/11/2013 0:00:00,TriBeca Films,Comedy,Not Rated,9417,1158
577,The End of Love,3/1/2013 0:00:00,Variance Films,Drama,Not Rated,9342,1149
578,200 Cartas,6/14/2013 0:00:00,Vanguardia Films,Romantic Comedy,Not Rated,9338,1148
579,11 Flowers,2/22/2013 0:00:00,First Run Features,Drama,Not Rated,9213,1133
580,Ghost Team One,10/11/2013 0:00:00,Film Arcade,Comedy,R,9195,1130
581,The Odd Life of Timothy Green,8/15/2012 0:00:00,Walt Disney,Drama,PG,9139,1124
582,Galapagos,10/29/1999 0:00:00,IMAX Films,Documentary,Not Rated,9057,1114
583,Tchoupitoulas,12/7/2012 0:00:00,Oscilloscope Pictures,Documentary,Not Rated,8944,1100
584,Call Me Kuchu,6/14/2013 0:00:00,Cinedigm,Documentary,Not Rated,8941,1099
585,White Elephant,3/29/2013 0:00:00,Strand,Drama,Not Rated,8863,1090
