Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
1,Harry Potter and the Deathly Hallows: Part II,7/15/2011 0:00:00,Warner Bros.,Adventure,PG-13,381011219,48046812
2,Transformers: Dark of the Moon,6/29/2011 0:00:00,Paramount Pictures,Action,PG-13,352390543,44437647
3,"The Twilight Saga: Breaking Dawn, Part 1",11/18/2011 0:00:00,Summit Entertainment,Drama,PG-13,275530738,34745364
4,The Hangover Part II,5/26/2011 0:00:00,Warner Bros.,Comedy,R,254464305,32088815
5,Pirates of the Caribbean: On Stranger Tides,5/20/2011 0:00:00,Walt Disney,Adventure,PG-13,241063875,30398975
6,Fast Five,4/29/2011 0:00:00,Universal,Action,PG-13,210031325,26485665
7,Cars 2,6/24/2011 0:00:00,Walt Disney,Adventure,G,191450875,24142607
8,Thor,5/6/2011 0:00:00,Paramount Pictures,Action,PG-13,181030624,22828578
9,Rise of the Planet of the Apes,8/5/2011 0:00:00,20th Century Fox,Adventure,PG-13,176760185,22290061
10,Captain America: The First Avenger,7/22/2011 0:00:00,Paramount Pictures,Action,PG-13,176654505,22276735
11,The Help,8/10/2011 0:00:00,Walt Disney,Drama,PG-13,169499546,21374469
12,Bridesmaids,5/13/2011 0:00:00,Universal,Comedy,R,169211718,21338174
13,Kung Fu Panda 2,5/26/2011 0:00:00,Paramount Pictures,Adventure,PG,165249063,20838469
14,X-Men: First Class,6/3/2011 0:00:00,20th Century Fox,Action,PG-13,146408305,18462586
15,Puss in Boots,10/28/2011 0:00:00,Paramount Pictures,Adventure,PG,145738327,18378099
16,Rio,4/15/2011 0:00:00,20th Century Fox,Adventure,PG,143619809,18110947
17,The Smurfs,7/29/2011 0:00:00,Sony Pictures,Adventure,PG,142614158,17984130
18,Mission: Impossible—Ghost Protocol,12/21/2011 0:00:00,Paramount Pictures,Action,PG-13,141186646,17804117
19,Sherlock Holmes: A Game of Shadows,12/16/2011 0:00:00,Warner Bros.,Action,PG-13,136910219,17264845
20,Super 8,6/10/2011 0:00:00,Paramount Pictures,Thriller/Suspense,PG-13,127004179,16015659
21,Rango,3/4/2011 0:00:00,Paramount Pictures,Adventure,PG,123477607,15570947
22,Horrible Bosses,7/8/2011 0:00:00,Warner Bros.,Comedy,R,117538559,14822012
23,Green Lantern,6/17/2011 0:00:00,Warner Bros.,Action,PG-13,116601172,14703805
24,The King’s Speech,11/26/2010 0:00:00,Weinstein Co.,Drama,R,115865048,14610977
25,The Lion King,6/15/1994 0:00:00,Walt Disney,Adventure,G,109946967,13864686
26,Hop,4/1/2011 0:00:00,Universal,Comedy,PG,108085305,13629925
27,Paranormal Activity 3,10/21/2011 0:00:00,Paramount Pictures,Horror,R,104007828,13115741
28,Just Go With It,2/11/2011 0:00:00,Sony Pictures,Romantic Comedy,PG-13,103028109,12992195
29,Cowboys and Aliens,7/29/2011 0:00:00,Universal,Action,PG-13,100368560,12656817
30,Bad Teacher,6/24/2011 0:00:00,Sony Pictures,Comedy,R,100292856,12647270
31,Gnomeo and Juliet,2/11/2011 0:00:00,Walt Disney,Comedy,G,99967670,12606263
32,The Green Hornet,1/14/2011 0:00:00,Sony Pictures,Action,PG-13,98780042,12456499
33,Alvin and the Chipmunks: Chipwrecked,12/16/2011 0:00:00,20th Century Fox,Comedy,G,97848114,12338980
34,True Grit,12/22/2010 0:00:00,Paramount Pictures,Western,PG-13,84572623,10664896
35,Real Steel,10/7/2011 0:00:00,Walt Disney,Action,PG-13,84493241,10654885
36,"Crazy, Stupid, Love",7/29/2011 0:00:00,Warner Bros.,Comedy,PG-13,84351197,10636973
37,Battle: Los Angeles,3/11/2011 0:00:00,Sony Pictures,Action,PG-13,83552429,10536245
38,Immortals,11/11/2011 0:00:00,Relativity,Action,R,82656999,10423329
39,The Muppets,11/23/2011 0:00:00,Walt Disney,Comedy,PG,82529452,10407244
40,Zookeeper,7/8/2011 0:00:00,Sony Pictures,Romantic Comedy,PG,80360866,10133778
41,Limitless,3/18/2011 0:00:00,Relativity,Thriller/Suspense,PG-13,79249455,9993626
42,Tower Heist,11/4/2011 0:00:00,Universal,Comedy,PG-13,76802225,9685022
43,Contagion,9/9/2011 0:00:00,Warner Bros.,Thriller/Suspense,PG-13,75658097,9540744
44,Moneyball,9/23/2011 0:00:00,Sony Pictures,Drama,PG-13,74961642,9452918
45,Justin Bieber:  Never Say Never,2/11/2011 0:00:00,Paramount Pictures,Concert/Performance,G,73013910,9207303
46,Dolphin Tale,9/23/2011 0:00:00,Warner Bros.,Drama,PG,72015969,9081459
47,Jack and Jill,11/11/2011 0:00:00,Sony Pictures,Comedy,PG,71697648,9041317
48,No Strings Attached,1/21/2011 0:00:00,Paramount Pictures,Romantic Comedy,R,70662220,8910747
49,Mr. Popper's Penguins,6/17/2011 0:00:00,20th Century Fox,Adventure,PG,68224452,8603336
50,Unknown,2/18/2011 0:00:00,Warner Bros.,Thriller/Suspense,PG-13,63686397,8031072
51,The Adjustment Bureau,3/4/2011 0:00:00,Universal,Thriller/Suspense,PG-13,62495645,7880914
52,Happy Feet Two,11/18/2011 0:00:00,Warner Bros.,Adventure,PG,60965866,7688003
53,Black Swan,12/3/2010 0:00:00,Fox Searchlight,Thriller/Suspense,R,59146887,7458624
54,Water for Elephants,4/22/2011 0:00:00,20th Century Fox,Drama,PG-13,58709717,7403495
55,The Lincoln Lawyer,3/18/2011 0:00:00,Lionsgate,Thriller/Suspense,R,58009200,7315157
56,Midnight in Paris,5/20/2011 0:00:00,Sony Pictures Classics,Romantic Comedy,PG-13,56377732,7109423
57,Friends with Benefits,7/22/2011 0:00:00,Sony Pictures,Romantic Comedy,R,55802754,7036917
58,The Girl with the Dragon Tattoo,12/20/2011 0:00:00,Sony Pictures,Thriller/Suspense,R,55584881,7009442
59,I am Number Four,2/18/2011 0:00:00,Walt Disney,Adventure,PG-13,55100437,6948352
60,Source Code,4/1/2011 0:00:00,Summit Entertainment,Thriller/Suspense,PG-13,54712227,6899398
61,Insidious,4/1/2011 0:00:00,FilmDistrict,Horror,R,54009150,6810737
62,Madea's Big Happy Family,4/22/2011 0:00:00,Lionsgate,Drama,PG-13,53345287,6727022
63,Diary of a Wimpy Kid: Rodrick Rules,3/25/2011 0:00:00,20th Century Fox,Comedy,PG,52698535,6645465
64,Footloose,10/14/2011 0:00:00,Paramount Pictures,Musical,PG-13,51670512,6515827
65,The Adventures of Tintin,12/21/2011 0:00:00,Paramount Pictures,Adventure,PG,51400450,6481772
66,Hugo,11/23/2011 0:00:00,Paramount Pictures,Adventure,PG,50313495,6344703
67,The Dilemma,1/14/2011 0:00:00,Universal,Comedy,PG-13,48475290,6112899
68,New Year’s Eve,12/9/2011 0:00:00,Warner Bros.,Romantic Comedy,PG-13,47257823,5959372
69,The Fighter,12/10/2010 0:00:00,Paramount Pictures,Drama,R,47228156,5955631
70,Little Fockers,12/22/2010 0:00:00,Universal,Comedy,PG-13,45862410,5783406
71,Arthur Christmas,11/23/2011 0:00:00,Sony Pictures,Adventure,PG,45820235,5778087
72,Hall Pass,2/25/2011 0:00:00,Warner Bros.,Comedy,R,45060734,5682312
73,We Bought a Zoo,12/23/2011 0:00:00,20th Century Fox,Drama,PG,44490999,5610466
74,Soul Surfer,4/8/2011 0:00:00,Sony Pictures,Drama,PG,43853424,5530066
75,Final Destination 5,8/12/2011 0:00:00,Warner Bros.,Horror,R,42587643,5370447
76,The Ides of March,10/7/2011 0:00:00,Sony Pictures,Drama,R,40825612,5148248
77,Tron: Legacy,12/17/2010 0:00:00,Walt Disney,Adventure,PG,40757919,5139712
78,War Horse,12/25/2011 0:00:00,Walt Disney,Drama,PG-13,40451772,5101106
79,The Descendants,11/16/2011 0:00:00,Fox Searchlight,Drama,R,40315665,5083943
80,Hanna,4/8/2011 0:00:00,Focus Features,Drama,PG-13,40259119,5076811
81,Something Borrowed,5/6/2011 0:00:00,Warner Bros.,Romantic Comedy,PG-13,39046489,4923895
82,Spy Kids: All the Time in the World,8/19/2011 0:00:00,Weinstein/Dimension,Adventure,PG,38536376,4859568
83,Scream 4,4/15/2011 0:00:00,Weinstein/Dimension,Horror,R,38180928,4814745
84,"Big Mommas: Like Father, Like Son",2/18/2011 0:00:00,20th Century Fox,Comedy,PG-13,37915414,4781263
85,Red Riding Hood,3/11/2011 0:00:00,Warner Bros.,Thriller/Suspense,PG-13,37662162,4749327
86,Paul,3/18/2011 0:00:00,Universal,Comedy,R,37412945,4717900
87,The Roommate,2/4/2011 0:00:00,Sony Pictures,Thriller/Suspense,PG-13,37300107,4703670
88,Jumping the Broom,5/6/2011 0:00:00,Sony Pictures,Romantic Comedy,PG-13,37295394,4703076
89,The Change-Up,8/5/2011 0:00:00,Universal,Comedy,R,37243418,4696522
90,In Time,10/28/2011 0:00:00,20th Century Fox,Thriller/Suspense,PG-13,37076415,4675462
91,30 Minutes or Less,8/12/2011 0:00:00,Sony Pictures,Comedy,R,37053924,4672625
92,Colombiana,8/26/2011 0:00:00,Sony Pictures,Thriller/Suspense,PG-13,36665854,4623689
93,J. Edgar,11/9/2011 0:00:00,Warner Bros.,Drama,R,36650831,4621795
94,Sucker Punch,3/25/2011 0:00:00,Warner Bros.,Action,R,36392502,4589218
95,Larry Crowne,7/1/2011 0:00:00,Universal,Romantic Comedy,PG-13,35608245,4490321
96,50/50,9/30/2011 0:00:00,Summit Entertainment,Black Comedy,R,35016118,4415651
97,A Very Harold & Kumar 3D Christmas,11/4/2011 0:00:00,Warner Bros.,Comedy,R,34928545,4404608
98,Drive,9/16/2011 0:00:00,FilmDistrict,Action,R,34833047,4392565
99,Yogi Bear,12/17/2010 0:00:00,Warner Bros.,Adventure,PG,34490675,4349392
100,Courageous,9/30/2011 0:00:00,Sony Pictures,Drama,PG-13,34035920,4292045
101,The Rite,1/28/2011 0:00:00,Warner Bros.,Horror,PG-13,33047633,4167419
102,Arthur,4/8/2011 0:00:00,Warner Bros.,Comedy,PG-13,33035397,4165876
103,Tangled,11/24/2010 0:00:00,Walt Disney,Adventure,PG,32999950,4161406
104,The Debt,8/31/2011 0:00:00,Focus Features,Thriller/Suspense,R,31177548,3931594
105,Priest,5/13/2011 0:00:00,Sony Pictures,Horror,PG-13,29136626,3674227
106,The Mechanic,1/28/2011 0:00:00,CBS Films,Action,R,29121498,3672320
107,Abduction,9/23/2011 0:00:00,Lionsgate,Thriller/Suspense,PG-13,28087155,3541885
108,Beastly,3/4/2011 0:00:00,CBS Films,Drama,PG-13,27865571,3513943
109,The Sitter,12/9/2011 0:00:00,20th Century Fox,Comedy,R,26816340,3381632
110,Winnie the Pooh,7/15/2011 0:00:00,Walt Disney,Adventure,G,26692846,3366058
111,Killer Elite,9/23/2011 0:00:00,Open Road,Action,R,25124986,3168346
112,Season of the Witch,1/7/2011 0:00:00,Relativity,Thriller/Suspense,PG-13,24827228,3130797
113,Our Idiot Brother,8/26/2011 0:00:00,Weinstein Co.,Comedy,R,24814830,3129234
114,Don't Be Afraid of the Dark,8/26/2011 0:00:00,FilmDistrict,Horror,R,24046682,3032368
115,Sanctum,2/4/2011 0:00:00,Universal,Adventure,R,23209310,2926773
116,Monte Carlo,7/1/2011 0:00:00,20th Century Fox,Romantic Comedy,PG,23186769,2923931
117,Your Highness,4/8/2011 0:00:00,Universal,Comedy,R,21596445,2723385
118,Mars Needs Moms,3/11/2011 0:00:00,Walt Disney,Adventure,PG,21392758,2697699
119,Dream House,9/30/2011 0:00:00,Universal,Horror,PG-13,21302340,2686298
120,Conan the Barbarian,8/19/2011 0:00:00,Lionsgate,Action,R,21295021,2685374
121,The Three Musketeers,10/21/2011 0:00:00,Summit Entertainment,Adventure,PG-13,20377913,2569724
122,Country Strong,12/22/2010 0:00:00,Sony Pictures,Drama,PG-13,20099179,2534574
123,The Eagle,2/11/2011 0:00:00,Focus Features,Action,PG-13,19490041,2457760
124,Shark Night 3D,9/2/2011 0:00:00,Relativity,Horror,PG-13,18877153,2380473
125,Fright Night,8/19/2011 0:00:00,Walt Disney,Horror,R,18298649,2307521
126,Apollo 18,9/2/2011 0:00:00,Weinstein Co.,Thriller/Suspense,PG-13,17686929,2230381
127,The Chronicles of Narnia: The Voyage of the Dawn Treader,12/10/2010 0:00:00,20th Century Fox,Adventure,PG,17460553,2201835
128,The Thing,10/14/2011 0:00:00,Universal,Horror,R,16999934,2143750
129,African Cats,4/22/2011 0:00:00,Walt Disney,Documentary,G,15428747,1945617
130,Gulliver's Travels,12/25/2010 0:00:00,20th Century Fox,Comedy,PG,15324755,1932504
131,Born to be Wild 3D,4/8/2011 0:00:00,Warner Bros.,Documentary,G,15183665,1914712
132,Judy Moody and the Not Bummer Summer,6/10/2011 0:00:00,Relativity,Adventure,PG,15013650,1893272
133,What's Your Number?,9/30/2011 0:00:00,20th Century Fox,Romantic Comedy,R,14011084,1766845
134,One Day,8/19/2011 0:00:00,Focus Features,Drama,PG-13,13843771,1745746
135,Warrior,9/9/2011 0:00:00,Lionsgate,Drama,PG-13,13657115,1722208
136,The Tree of Life,5/27/2011 0:00:00,Fox Searchlight,Drama,PG-13,13305665,1677890
137,The Darkest Hour,12/25/2011 0:00:00,Summit Entertainment,Action,PG-13,13137963,1656741
138,The Rum Diary,10/28/2011 0:00:00,FilmDistrict,Drama,R,13109815,1653192
139,The Tourist,12/10/2010 0:00:00,Sony Pictures,Thriller/Suspense,PG-13,12997966,1639087
140,Young Adult,12/9/2011 0:00:00,Paramount Pictures,Comedy,R,12669252,1597636
141,Harry Potter and the Deathly Hallows: Part I,11/19/2010 0:00:00,Warner Bros.,Adventure,PG-13,12450090,1569999
142,Glee: The 3D Concert Movie,8/10/2011 0:00:00,20th Century Fox,Concert/Performance,PG,11862398,1495889
143,The Conspirator,4/15/2011 0:00:00,Roadside Attractions,Drama,PG-13,11538204,1455006
144,Jane Eyre,3/11/2011 0:00:00,Focus Features,Drama,PG-13,11242660,1417737
145,Drive Angry,2/25/2011 0:00:00,Summit Entertainment,Action,R,10721033,1351958
146,Straw Dogs,9/16/2011 0:00:00,Sony Pictures,Thriller/Suspense,R,10324441,1301947
147,Win Win,3/18/2011 0:00:00,Fox Searchlight,Drama,R,10179275,1283641
148,Hoodwinked Too: Hood vs. Evil,4/29/2011 0:00:00,Weinstein Co.,Adventure,PG,10143779,1279165
149,Prom,4/29/2011 0:00:00,Walt Disney,Comedy,PG,10130219,1277455
150,Hubble 3D,3/19/2010 0:00:00,Warner Bros.,Documentary,G,9936258,1252996
151,I Don't Know How She Does It,9/16/2011 0:00:00,Weinstein Co.,Comedy,PG-13,9659074,1218042
152,Blue Valentine,12/29/2010 0:00:00,Weinstein Co.,Drama,NC-17,9446285,1191208
153,My Week with Marilyn,11/23/2011 0:00:00,Weinstein Co.,Drama,R,8935721,1126824
154,Johnny English Reborn,10/21/2011 0:00:00,Universal,Comedy,PG,8406711,1060115
155,127 Hours,11/5/2010 0:00:00,Fox Searchlight,Drama,R,7900795,996317
156,Kevin Hart: Laugh at My Pain,9/9/2011 0:00:00,Codeblack Entertainment,Concert/Performance,R,7706436,971807
157,Sarah's Key,7/22/2011 0:00:00,Weinstein Co.,Drama,PG,7691700,969949
158,Barney's Version,12/17/2010 0:00:00,Sony Pictures Classics,Drama,R,7502560,946098
159,The Big Year,10/14/2011 0:00:00,20th Century Fox,Comedy,PG,7204138,908466
160,Take Me Home Tonight,3/4/2011 0:00:00,Relativity,Comedy,R,6928068,873652
161,Cedar Rapids,2/11/2011 0:00:00,Fox Searchlight,Comedy,R,6861102,865208
162,Incendies,4/22/2011 0:00:00,Sony Pictures Classics,Drama,R,6857096,864703
163,Beginners,6/3/2011 0:00:00,Focus Features,Drama,R,5790894,730251
164,The Guard,7/29/2011 0:00:00,Sony Pictures Classics,Comedy,R,5336144,672905
165,Cave of Forgotten Dreams,4/29/2011 0:00:00,IFC Films,Documentary,G,5304920,668968
166,Margin Call,10/21/2011 0:00:00,Roadside Attractions,Drama,R,5246366,661584
167,How Do You Know?,12/17/2010 0:00:00,Sony Pictures,Romantic Comedy,R,5171726,652172
168,The Artist,11/25/2011 0:00:00,Weinstein Co.,Drama,PG-13,5044344,636108
169,Biutiful,1/28/2011 0:00:00,Roadside Attractions,Drama,R,5036565,635127
170,Under the Sea 3D,2/13/2009 0:00:00,Warner Bros.,Documentary,G,4948586,624034
171,Atlas Shrugged: Part 1,4/15/2011 0:00:00,Rocky Mountain Pictures,Drama,PG-13,4752353,599287
172,Sea Rex 3D,5/28/2010 0:00:00,3D Entertainment,Documentary,Not Rated,4465060,563059
173,Anonymous,10/28/2011 0:00:00,Sony Pictures,Thriller/Suspense,PG-13,4463292,562836
174,The Company Men,1/21/2011 0:00:00,Weinstein Co.,Drama,R,4444612,560480
175,Seven Days in Utopia,9/2/2011 0:00:00,Visio Entertainment,Drama,G,4367448,550750
176,MegaMind,11/5/2010 0:00:00,Paramount Pictures,Adventure,PG,4223825,532639
177,The Way,10/7/2011 0:00:00,Producers Distribution Agency,Drama,PG-13,4170058,525858
178,Buck,6/17/2011 0:00:00,IFC Films,Documentary,PG,4036175,508975
179,Tinker Tailor Soldier Spy,12/9/2011 0:00:00,Focus Features,Thriller/Suspense,R,3955762,498835
180,Of Gods and Men,2/25/2011 0:00:00,Sony Pictures Classics,Drama,R,3954651,498694
181,The Social Network,10/1/2010 0:00:00,Sony Pictures,Drama,PG-13,3740668,471710
182,Starbuck,3/22/2013 0:00:00,Entertainment One,Comedy,R,3450087,435067
183,Like Crazy,10/28/2011 0:00:00,Paramount Pictures,Drama,PG-13,3372100,425233
184,Don 2,12/22/2011 0:00:00,Reliance Big Pictures,Action,Not Rated,3174426,400305
185,Zindagi Na Milegi Dobara,7/15/2011 0:00:00,Eros Entertainment,Drama,Not Rated,3103656,391381
186,The Skin I Live In,10/14/2011 0:00:00,Sony Pictures Classics,Drama,R,3042108,383620
187,Another Year,12/29/2010 0:00:00,Sony Pictures Classics,Drama,PG-13,3041052,383487
188,From Prada to Nada,1/28/2011 0:00:00,Lionsgate,Romantic Comedy,PG-13,3033623,382550
189,Martha Marcy May Marlene,10/21/2011 0:00:00,Fox Searchlight,Thriller/Suspense,R,2913443,367395
190,The Way Back,12/29/2010 0:00:00,Newmarket Films,Adventure,PG-13,2719296,342912
191,Everything Must Go,5/13/2011 0:00:00,Roadside Attractions,Drama,PG,2712131,342008
192,Bucky Larson: Born to Be a Star,9/9/2011 0:00:00,Sony Pictures,Comedy,R,2529395,318965
193,Melancholia,11/11/2011 0:00:00,Magnolia Pictures,Thriller/Suspense,R,2517506,317466
194,Ra. One,10/26/2011 0:00:00,Eros Entertainment,Action,Not Rated,2509150,316412
195,The Grace Card,2/25/2011 0:00:00,Samuel Goldwyn Films,Drama,PG-13,2430735,306523
196,Space Station,4/19/2002 0:00:00,IMAX Films,Documentary,Not Rated,2167258,273298
197,The Illusionist,12/25/2010 0:00:00,Sony Pictures Classics,Adventure,PG,2107998,265825
198,Unstoppable,11/12/2010 0:00:00,20th Century Fox,Action,PG-13,2094456,264118
199,The Trip,6/10/2011 0:00:00,IFC Films,Comedy,Not Rated,2030962,256111
200,Shame,12/2/2011 0:00:00,Fox Searchlight,Drama,NC-17,1965874,247903
201,The Mighty Macs,10/21/2011 0:00:00,Quaker Media,Drama,G,1891936,238579
202,Bodyguard,8/31/2011 0:00:00,Reliance Big Pictures,Action,Not Rated,1834384,231322
203,Rabbit Hole,12/17/2010 0:00:00,Lionsgate,Drama,PG-13,1793829,226207
204,A Better Life,6/24/2011 0:00:00,Summit Entertainment,Drama,PG-13,1759252,221847
205,Burlesque,11/24/2010 0:00:00,Sony Pictures,Drama,PG-13,1707094,215270
206,Take Shelter,9/30/2011 0:00:00,Sony Pictures Classics,Drama,R,1671202,210744
207,Potiche,3/25/2011 0:00:00,Music Box Films,Comedy,R,1618844,204141
208,Senna,8/12/2011 0:00:00,Universal,Documentary,R,1612430,203332
209,I Am,2/18/2011 0:00:00,Paladin,Documentary,Not Rated,1591034,200634
210,A Dangerous Method,11/23/2011 0:00:00,Sony Pictures Classics,Drama,R,1576757,198834
211,Cafe de flore,9/2/2011 0:00:00,Alliance Films,Drama,Not Rated,1574881,198597
212,Monsieur Lazhar,4/13/2012 0:00:00,Music Box Films,Drama,PG-13,1561107,196860
213,Delhi Belly,7/1/2011 0:00:00,UTV Communications,Comedy,Not Rated,1532594,193265
214,The Double Hour,4/15/2011 0:00:00,Samuel Goldwyn Films,Thriller/Suspense,Not Rated,1514942,191039
215,Bill Cunningham New York,3/16/2011 0:00:00,Zeitgeist,Documentary,Not Rated,1510026,190419
216,Breakaway,9/30/2011 0:00:00,Alliance Films,Comedy,PG-13,1481735,186851
217,The Art of Getting By,6/17/2011 0:00:00,Fox Searchlight,Romantic Comedy,PG-13,1430241,180358
218,Saving Private Perez,9/2/2011 0:00:00,Lionsgate,Action,PG-13,1400726,176636
219,Certified Copy,3/11/2011 0:00:00,IFC Films,Drama,Not Rated,1373975,173263
220,The Devil's Double,7/29/2011 0:00:00,Lionsgate,Drama,R,1361512,171691
221,Somewhere,12/22/2010 0:00:00,Focus Features,Drama,R,1352809,170593
222,2011 Oscar Shorts,2/11/2011 0:00:00,Shorts International,Multiple Genres,Not Rated,1352152,170510
223,Snow Flower and the Secret Fan,7/15/2011 0:00:00,Fox Searchlight,Drama,PG-13,1348205,170013
224,"No Eres Tu, Soy Yo",4/8/2011 0:00:00,Lionsgate,Romantic Comedy,PG-13,1339911,168967
225,Another Earth,7/22/2011 0:00:00,Fox Searchlight,Drama,PG-13,1321194,166607
226,Due Date,11/5/2010 0:00:00,Warner Bros.,Comedy,R,1307121,164832
227,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",7/8/2011 0:00:00,Sony Pictures Classics,Documentary,R,1200046,151329
228,Kill The Irishman,3/11/2011 0:00:00,Anchor Bay Entertainment,Drama,R,1188194,149835
229,Dylan Dog: Dead of Night,4/29/2011 0:00:00,Omin/Freestyle,Horror,PG-13,1186538,149626
230,Sholem Aleichem: Laughing in the Darkness,7/8/2011 0:00:00,International Film Circuit,Documentary,Not Rated,1131261,142655
231,The Whistleblower,8/5/2011 0:00:00,Samuel Goldwyn Films,Drama,R,1120914,141351
232,The Heart Specialist,1/14/2011 0:00:00,Freestyle Releasing,Romantic Comedy,R,1103037,139096
233,Love and Other Drugs,11/24/2010 0:00:00,20th Century Fox,Drama,R,1099917,138703
234,There Be Dragons,5/6/2011 0:00:00,Samuel Goldwyn Films,Drama,PG-13,1069334,134846
235,Page One: Inside the New York Times,6/17/2011 0:00:00,Magnolia Pictures,Documentary,R,1067028,134555
236,Desi Boyz,11/25/2011 0:00:00,Eros Entertainment,Comedy,Not Rated,1066167,134447
237,Red State,9/23/2011 0:00:00,Smodshow Productions,Horror,R,1065429,134354
238,Attack the Block,7/29/2011 0:00:00,Sony Pictures,Action,R,1024175,129151
239,In a Better World,4/1/2011 0:00:00,Sony Pictures Classics,Drama,R,1008098,127124
240,Rockstar,11/11/2011 0:00:00,Eros Entertainment,Drama,Not Rated,985912,124326
241,Meek's Cutoff,4/8/2011 0:00:00,Oscilloscope Pictures,Drama,PG,977772,123300
242,Yamla Pagla Deewana,1/14/2011 0:00:00,Eros Entertainment,Comedy,Not Rated,971240,122476
243,The Beaver,5/6/2011 0:00:00,Summit Entertainment,Comedy,PG-13,970816,122423
244,Ready,6/3/2011 0:00:00,Eros Entertainment,Comedy,Not Rated,934951,117900
245,I Love You Phillip Morris,12/3/2010 0:00:00,Roadside Attractions,Comedy,R,911157,114900
246,Red,10/15/2010 0:00:00,Summit Entertainment,Action,PG-13,874975,110337
247,Inside Job,10/8/2010 0:00:00,Sony Pictures Classics,Documentary,PG-13,859817,108425
248,Higher Ground,8/26/2011 0:00:00,Sony Pictures Classics,Drama,R,841056,106060
249,The Lord of the Rings: The Return of the King,12/17/2003 0:00:00,New Line,Adventure,PG-13,818580,103226
250,Casino Jack,12/17/2010 0:00:00,Samuel Goldwyn Films,Thriller/Suspense,R,808865,102000
251,13 Assassins,4/29/2011 0:00:00,Magnolia Pictures,Action,R,802778,101233
252,The Lord of the Rings: The Fellowship of the Ring,12/5/2003 0:00:00,New Line,Adventure,PG-13,768580,96921
253,The Lord of the Rings: The Two Towers,12/12/2003 0:00:00,New Line,Adventure,PG-13,764607,96420
254,The Hedgehog,8/19/2011 0:00:00,NeoClassics Films,Drama,Not Rated,755668,95292
255,The Women on the 6th Floor,10/7/2011 0:00:00,Strand,Comedy,Not Rated,733294,92470
256,Mausam,9/23/2011 0:00:00,Eros Entertainment,,Not Rated,725966,91546
257,The Polar Express,11/10/2004 0:00:00,Warner Bros.,Adventure,G,711168,89681
258,Point Blank,7/29/2011 0:00:00,Magnolia Pictures,Thriller/Suspense,R,708215,89308
259,Hobo with a Shotgun,5/6/2011 0:00:00,Magnolia Pictures,Action,Not Rated,703372,88697
260,Tabloid!,7/15/2011 0:00:00,IFC Films,Documentary,R,696921,87884
261,Mozart’s Sister,8/19/2011 0:00:00,Music Box Films,Drama,Not Rated,684496,86317
262,Terri,7/1/2011 0:00:00,ATO Pictures,Comedy,R,655802,82698
263,Aarakshan,8/12/2011 0:00:00,Reliance Big Pictures,Drama,Not Rated,651096,82105
264,Secretariat,10/8/2010 0:00:00,Walt Disney,Drama,PG,645831,81441
265,Patiala House,2/11/2011 0:00:00,Tachyon,Drama,Not Rated,644010,81211
266,POM Wonderful Presents: The Greatest Movie Ever Sold,4/22/2011 0:00:00,Sony Pictures Classics,Documentary,PG-13,638476,80513
267,The Last Lions,2/18/2011 0:00:00,National Geographic Entertainment,Documentary,PG,635325,80116
268,U2 3D,2/15/2008 0:00:00,National Geographic Entertainment,Concert/Performance,G,625031,78818
269,Made in Dagenham,11/19/2010 0:00:00,Sony Pictures Classics,Drama,R,602990,76039
270,Mumbai Diaries,1/21/2011 0:00:00,UTV Communications,Drama,Not Rated,577485,72822
271,The Future,7/29/2011 0:00:00,Roadside Attractions,Drama,R,568662,71710
272,Dum Maaro Dum,4/22/2011 0:00:00,Fox Searchlight,Drama,R,564489,71183
273,Even the Rain,2/18/2011 0:00:00,Vitagraph Films,Drama,Not Rated,558132,70382
274,Metropolis,3/13/1927 0:00:00,Paramount Pictures,Action,Not Rated,556412,70165
275,Double Dhamaal,6/24/2011 0:00:00,Reliance Big Pictures,Comedy,Not Rated,543646,68555
276,Winter in Wartime,3/18/2011 0:00:00,Sony Pictures Classics,Drama,R,542860,68456
277,Love Crime,9/2/2011 0:00:00,IFC Films,Thriller/Suspense,Not Rated,539792,68070
278,Machine Gun Preacher,9/23/2011 0:00:00,Relativity,Drama,R,538690,67930
279,Deep Sea 3-D,3/3/2006 0:00:00,Warner Bros.,Documentary,G,524144,66096
280,The Names of Love,6/24/2011 0:00:00,Music Box Films,Comedy,R,514237,64847
281,Bride Flight,6/10/2011 0:00:00,Music Box Films,Drama,R,501360,63223
282,My Brother Ki Dulhan,9/9/2011 0:00:00,Yash Raj Films,Romantic Comedy,Not Rated,496172,62568
283,Life as We Know It,10/8/2010 0:00:00,Warner Bros.,Romantic Comedy,PG-13,488173,61560
284,Weekend,9/23/2011 0:00:00,IFC Films,Drama,Not Rated,484592,61109
285,Queen to Play,4/1/2011 0:00:00,Zeitgeist,Romantic Comedy,Not Rated,478710,60366
286,Detective Dee and The Mystery of the Phantom Flame,9/2/2011 0:00:00,Indomina Releasing,Thriller/Suspense,PG-13,474754,59868
287,Pearl Jam Twenty,9/20/2011 0:00:00,Arts Alliance America,Documentary,Not Rated,471334,59436
288,Submarine,6/3/2011 0:00:00,Weinstein Co.,Comedy,R,467602,58966
289,Jihne Mera Dil Luteya,7/29/2011 0:00:00,Viva Entertainment,Romantic Comedy,Not Rated,464840,58617
